,Site.ID,From (m),To (m),Depth,Material.simplified,Deposit.type,Deposit.type.conf,Mid_VI,EI_pred
604,19A-03,3,6.1,4.55,Coarse,Glaciolacustrine,3,45,0.153549571
605,19A-04,6.9,7.4,7.15,Coarse,Glaciolacustrine,2,8,0.200993728
606,19A-04,9.1,9.9,9.5,Coarse,Glaciolacustrine,2,0,0.165797447
607,19A-04,4.6,6.9,5.75,Coarse,Glaciolacustrine,2,0,0.184935443
608,19A-04,7.4,8,7.7,Coarse,Glaciolacustrine,2,0,0.174780391
609,19A-04,3,4,3.5,Coarse,Glaciolacustrine,2,8,0.222465509
610,19A-04,4,4.6,4.3,Coarse,Glaciolacustrine,2,45,0.35998807
611,19A-04,8,9.1,8.55,Coarse,Glaciolacustrine,2,8,0.193176883
612,19A-04,9.9,10.7,10.3,Coarse,Glaciolacustrine,2,8,0.183730837
613,19A-09,1.5,3.7,2.6,Coarse,Glaciolacustrine,2,45,0.37388015
614,19A-09,4.6,6.1,5.35,Coarse,Glaciolacustrine,2,45,0.351520985
615,19A-11,1.8,3,2.4,Coarse,Glaciolacustrine,2,45,0.375528692
616,2.45-1-12,2.1,3.1,2.6,Coarse,Glaciolacustrine,2,0,0.202282623
617,2.45-1-4,1.7,2.4,2.05,Coarse,Glaciolacustrine,2,8,0.231433296
618,307-12-3,4.6,6.1,5.35,Coarse,Glaciolacustrine,2,0,0.187073462
619,307-7-1,1.8,2.7,2.25,Coarse,Glaciolacustrine,2,45,0.376766984
620,307-7-6,0.9,2.3,1.6,Coarse,Glaciolacustrine,2,8,0.234266798
621,307-7-9,5.5,8.2,6.85,Coarse,Glaciolacustrine,3,8,0.075951345
622,307-8-8,7.9,10,8.95,Coarse,Glaciolacustrine,3,0,0.061311721
623,309-29,1.2,1.5,1.35,Coarse,Glaciolacustrine,2,0,0.20949171
624,309-29,8,11.6,9.8,Coarse,Glaciolacustrine,2,0,0.164336409
625,309-29,7.4,8,7.7,Coarse,Glaciolacustrine,2,8,0.197895181
626,309-51,1.5,3,2.25,Coarse,Glaciolacustrine,2,0,0.204282491
627,312-04,8.5,10.7,9.6,Coarse,Glaciolacustrine,2,45,0.318228311
628,312-08,6.1,7.5,6.8,Coarse,Glaciolacustrine,2,0,0.17941227
629,312-08,1.5,4.6,3.05,Coarse,Glaciolacustrine,2,0,0.199732692
630,312-08,7.5,9.1,8.3,Coarse,Glaciolacustrine,2,45,0.328236724
631,312-08,4.6,6.1,5.35,Coarse,Glaciolacustrine,2,8,0.211385088
632,312-12,6.1,7.6,6.85,Coarse,Glaciolacustrine,2,0,0.179152472
633,312-12,7.6,9.1,8.35,Coarse,Glaciolacustrine,2,45,0.327848831
634,312-16,2.4,3.4,2.9,Coarse,Glaciolacustrine,2,45,0.371412793
635,312-18,1.5,2.7,2.1,Coarse,Glaciolacustrine,2,0,0.205144023
636,312-18,2.7,3.8,3.25,Coarse,Glaciolacustrine,2,8,0.223993959
637,312-23,4,4.6,4.3,Coarse,Glaciolacustrine,2,8,0.217624191
638,312-23,1.8,2.7,2.25,Coarse,Glaciolacustrine,2,45,0.376766984
639,325-1-11,6.9,8.8,7.85,Coarse,Glaciolacustrine,2,8,0.197056335
640,325-1-11,1.2,6.9,4.05,Coarse,Glaciolacustrine,2,8,0.219128959
641,325-1-13,1.4,5.5,3.45,Coarse,Glaciolacustrine,2,8,0.222770608
642,325-1-14,2.4,7.5,4.95,Coarse,Glaciolacustrine,2,8,0.21374647
643,325-1-16,0.9,4.9,2.9,Coarse,Glaciolacustrine,2,0,0.200580004
644,325-1-23,0.6,6.9,3.75,Coarse,Glaciolacustrine,2,8,0.220944455
645,325-1-25,2.1,4.3,3.2,Coarse,Glaciolacustrine,2,8,0.224300537
646,325-1-25,5.6,7,6.3,Coarse,Glaciolacustrine,2,0,0.182026282
647,325-1-26,1.2,5.6,3.4,Coarse,Glaciolacustrine,2,0,0.197765988
648,325-1-27,5.8,7,6.4,Coarse,Glaciolacustrine,2,0,0.181501145
649,325-1-27,0.9,2.9,1.9,Coarse,Glaciolacustrine,2,0,0.206296882
650,325-1-28,1.4,2.7,2.05,Coarse,Glaciolacustrine,2,0,0.205431793
651,325-1-29,1.1,2.4,1.75,Coarse,Glaciolacustrine,2,0,0.20716464
652,325-1-39,5.8,7.3,6.55,Coarse,Glaciolacustrine,2,0,0.180715629
653,325-1-40,7.3,8.5,7.9,Coarse,Glaciolacustrine,2,0,0.173763847
654,325-1-6,3.2,7.9,5.55,Coarse,Glaciolacustrine,3,0,0.068707367
655,325-1-7,2.7,4.9,3.8,Coarse,Glaciolacustrine,3,8,0.083948105
656,325-1-7,8.7,9.2,8.95,Coarse,Glaciolacustrine,3,8,0.070850152
657,325-1-9,7.2,8.5,7.85,Coarse,Glaciolacustrine,3,0,0.063621182
658,AH109.6C,7.5,8.1,7.8,Coarse,Glaciolacustrine,3,45,0.139193684
659,AH109.6C,8.1,9.4,8.75,Coarse,Glaciolacustrine,3,8,0.071322309
660,AH109.6N,5.2,5.7,5.45,Coarse,Glaciolacustrine,3,8,0.079533147
661,AH109.6S,4,5.8,4.9,Coarse,Glaciolacustrine,3,45,0.151947839
662,AH112.2C,7.8,10.4,9.1,Coarse,Glaciolacustrine,2,0,0.167761488
663,AH112.2C,0,1,0.5,Coarse,Glaciolacustrine,2,45,0.391328303
664,AH112.2N,5.2,6,5.6,Coarse,Glaciolacustrine,3,8,0.079142272
665,AH112.2S,5.2,6.1,5.65,Coarse,Glaciolacustrine,3,0,0.068478786
666,GSC3 - 16,7.6,8.7,8.15,Coarse,Glaciolacustrine,3,8,0.072755868
667,GSC3 - 16,11.6,12.2,11.9,Coarse,Glaciolacustrine,3,45,0.122687867
668,GSC3 - 16,8.7,11.3,10,Coarse,Glaciolacustrine,3,0,0.059178732
669,GSC3 - 16,11.3,11.6,11.45,Coarse,Glaciolacustrine,3,8,0.06518207
670,GSC3 - 24,4.9,6.6,5.75,Coarse,Glaciolacustrine,3,45,0.148114364
671,GSC4 - 40,3,5.2,4.1,Coarse,Glaciolacustrine,3,0,0.072100238
672,GSC4 - 44,9.1,10.7,9.9,Coarse,Glaciolacustrine,3,45,0.130521374
673,GSC4 - 44,5.2,9.1,7.15,Coarse,Glaciolacustrine,3,0,0.065131735
674,GSC4 - 44,4,5.2,4.6,Coarse,Glaciolacustrine,3,8,0.081780912
675,I401A - 20,4.7,5.6,5.15,Coarse,Glaciolacustrine,2,8,0.212563406
676,I401A - 20,4.1,4.7,4.4,Coarse,Glaciolacustrine,2,0,0.192226631
677,I401A - 33,3.1,4.4,3.75,Coarse,Glaciolacustrine,2,0,0.195813775
678,I401A - 35,0,0.5,0.25,Coarse,Glaciolacustrine,2,0,0.215989022
679,I401A - 52,5.6,10.2,7.9,Coarse,Glaciolacustrine,2,0,0.173763847
680,I401A - 57,6.1,7.6,6.85,Coarse,Glaciolacustrine,2,0,0.179152472
681,I401A - 59,3,5.8,4.4,Coarse,Glaciolacustrine,2,0,0.192226631
682,I401A - 60,6.7,10.7,8.7,Coarse,Glaciolacustrine,2,0,0.169743862
683,I401A - 61,4.6,6.1,5.35,Coarse,Glaciolacustrine,2,0,0.187073462
684,I401A - 68,0,1.8,0.9,Coarse,Glaciolacustrine,2,0,0.212132352
685,KP7 - P1,9.8,15.2,12.5,Coarse,Glaciolacustrine,3,0,0.054370105
686,PW10 - 12,1.8,3.1,2.45,Coarse,Glaciolacustrine,2,0,0.203137931
687,PW10 - 14,3.1,10.7,6.9,Coarse,Glaciolacustrine,3,0,0.065679062
688,PW10 - 18,8,10.7,9.35,Coarse,Glaciolacustrine,2,0,0.166531818
689,PW10 - 30,7.9,10.7,9.3,Coarse,Glaciolacustrine,3,0,0.060593062
690,PW10 - 8,5,10.7,7.85,Coarse,Glaciolacustrine,3,0,0.063621182
691,PW10 - P4,3.1,7.6,5.35,Coarse,Glaciolacustrine,3,0,0.069166603
692,PW11 - 10,2.7,5.3,4,Coarse,Glaciolacustrine,2,0,0.194428201
693,PW11 - 16,1.8,3.8,2.8,Coarse,Glaciolacustrine,3,0,0.075269834
694,PW13 - P3,8,9.1,8.55,Coarse,Glaciolacustrine,3,0,0.062142545
695,PW18 - P2,0,1.5,0.75,Coarse,Glaciolacustrine,2,0,0.213017905
696,PW6 - P5,2.1,3.7,2.9,Coarse,Glaciolacustrine,2,8,0.226146205
697,PW6 - P5,3.7,4.4,4.05,Coarse,Glaciolacustrine,2,0,0.194151972
698,PW6 - P5,8,8.5,8.25,Coarse,Glaciolacustrine,2,0,0.171996021
699,PW6 - P5,4.4,8,6.2,Coarse,Glaciolacustrine,2,0,0.182552588
700,PW9 - P1,4.6,6.1,5.35,Coarse,Glaciolacustrine,3,45,0.149908422
701,PW9 - P1,3,4.6,3.8,Coarse,Glaciolacustrine,3,8,0.083948105
702,W14103137-AH18.15N,3.5,4.9,4.2,Coarse,Glaciolacustrine,3,8,0.082858189
703,W14103137-AH90.3N,3.8,4.3,4.05,Coarse,Glaciolacustrine,3,8,0.08326542
704,W14103137-CR23aS,18.3,21.3,19.8,Coarse,Glaciolacustrine,2,8,0.138586264
705,W14103137-CR23aS,4.2,4.3,4.25,Coarse,Glaciolacustrine,2,45,0.360393481
706,W14103137-CR23aS,12.7,15.25,13.975,Coarse,Glaciolacustrine,2,0,0.145054013
707,W14103137-CR23aS,4.3,7.6,5.95,Coarse,Glaciolacustrine,2,0,0.183873469
708,W14103137-CR23aS,15.25,18.3,16.775,Coarse,Glaciolacustrine,2,8,0.151863609
709,W14103137-CR23aS,12,12.55,12.275,Coarse,Glaciolacustrine,2,8,0.173500662
710,W14103137-CR23aS,8.2,12,10.1,Coarse,Glaciolacustrine,2,0,0.16288562
711,W14103137-CR23aS,0.6,1.05,0.825,Coarse,Glaciolacustrine,2,8,0.239202445
712,W14103137-CR23aS,7.6,8.2,7.9,Coarse,Glaciolacustrine,2,8,0.196777311
713,W14103137-CR31N,4.1,6.2,5.15,Coarse,Glaciolacustrine,3,45,0.150812065
714,W14103137-CR31N,3.8,4.1,3.95,Coarse,Glaciolacustrine,3,0,0.072459718
715,W14103137-CR31N,8.9,21.1,15,Coarse,Glaciolacustrine,3,8,0.05783973
716,W14103137-CR31N,7.6,8.9,8.25,Coarse,Glaciolacustrine,3,0,0.062772375
717,W14103137-CR31N,6.2,7.6,6.9,Coarse,Glaciolacustrine,3,8,0.075826145
718,W14103137-CR35aN,6.8,10,8.4,Coarse,Glaciolacustrine,3,8,0.072155423
719,W14103137-CR35aN,15,21.1,18.05,Coarse,Glaciolacustrine,3,8,0.052143459
720,W14103137-CR35aN,10,15,12.5,Coarse,Glaciolacustrine,3,8,0.06292666
721,W14103137-CR35aS,14.8,16.2,15.5,Coarse,Glaciolacustrine,3,8,0.056868535
722,W14103137-CR35aS,7.6,12.5,10.05,Coarse,Glaciolacustrine,3,8,0.068303409
723,W14103137-CR35aS,16.2,18.9,17.55,Coarse,Glaciolacustrine,3,8,0.053040575
724,W14103137-CR3N,5.6,12.5,9.05,Coarse,Glaciolacustrine,2,0,0.168008281
725,W14103137-CR3N,3.9,5.6,4.75,Coarse,Glaciolacustrine,2,87,0.5515638
726,W14103137-CR3S,3.75,4.2,3.975,Coarse,Glaciolacustrine,2,45,0.362626766
727,W14103137-CR4N,5.7,8.5,7.1,Coarse,Glaciolacustrine,2,8,0.20127719
728,W14103137-CR4N,3.3,4,3.65,Coarse,Glaciolacustrine,2,45,0.365273712
729,W14103137-CR4N,8.5,9.5,9,Coarse,Glaciolacustrine,2,8,0.190713488
730,W14103137-CR4S,8.8,9,8.9,Coarse,Glaciolacustrine,2,45,0.323597486
731,W14103137-CR4S,8.3,8.5,8.4,Coarse,Glaciolacustrine,2,8,0.194003322
732,W14103137-CR4S,7.5,8.3,7.9,Coarse,Glaciolacustrine,2,0,0.173763847
733,W14103137-CR4S,7.1,7.5,7.3,Coarse,Glaciolacustrine,2,45,0.336042998
734,W14103137-CR8N,2.4,2.5,2.45,Coarse,Glaciolacustrine,2,8,0.228934639
735,W14103137-CRA12S,3.4,4.6,4,Coarse,Glaciolacustrine,3,8,0.083401559
736,W14103137-CRA12S,6.5,21,13.75,Coarse,Glaciolacustrine,3,8,0.06033434
737,W14103137-CRA3N,3.6,3.9,3.75,Coarse,Glaciolacustrine,3,0,0.072941539
738,W14103137-CRA3N,11.5,21.3,16.4,Coarse,Glaciolacustrine,3,8,0.055157869
739,W14103137-CRA3N,3.9,7.6,5.75,Coarse,Glaciolacustrine,3,8,0.078753117
740,W14103137-CRA3N,7.6,10.7,9.15,Coarse,Glaciolacustrine,3,0,0.060900114
741,170-1-17,4.6,4.9,4.75,Fine,Glaciolacustrine,2,87,0.461503317
742,170-1-18,5.2,5.5,5.35,Fine,Glaciolacustrine,3,0,0.048865674
743,170-1-18,4.3,5.2,4.75,Fine,Glaciolacustrine,3,87,0.218322232
744,170-1-18,0.1,2.3,1.2,Fine,Glaciolacustrine,3,0,0.056299571
745,170-1-37,0,0.6,0.3,Fine,Glaciolacustrine,2,8,0.182287104
746,170-1-41,0.1,6.9,3.5,Fine,Glaciolacustrine,3,0,0.052060638
747,172-2-2,2.9,4,3.45,Fine,Glaciolacustrine,3,45,0.115896834
748,172-2-2,0.1,2.9,1.5,Fine,Glaciolacustrine,3,8,0.064479513
749,172-2-3,4.3,4.9,4.6,Fine,Glaciolacustrine,3,87,0.219226268
750,172-2-3,2.1,4.3,3.2,Fine,Glaciolacustrine,3,45,0.116808461
751,172-2-3,0,2.1,1.05,Fine,Glaciolacustrine,3,0,0.056586702
752,172-2-4,0,2.1,1.05,Fine,Glaciolacustrine,2,0,0.157074426
753,172-2-4,4,5.2,4.6,Fine,Glaciolacustrine,2,0,0.141155653
754,172-2-6,0,1.2,0.6,Fine,Glaciolacustrine,2,8,0.180713459
755,172-2-7,2.7,4.3,3.5,Fine,Glaciolacustrine,3,8,0.060286579
756,172-2-7,0.6,2.7,1.65,Fine,Glaciolacustrine,3,0,0.055446154
757,172-2-7,4.9,6.1,5.5,Fine,Glaciolacustrine,3,45,0.108649145
758,172-2-8,3.7,4.6,4.15,Fine,Glaciolacustrine,3,8,0.058978335
759,172-2-8,0,3.7,1.85,Fine,Glaciolacustrine,3,0,0.05507067
760,172-2-9,0,6.1,3.05,Fine,Glaciolacustrine,3,45,0.117358376
761,174-22,0.1,0.5,0.3,Fine,Glaciolacustrine,3,45,0.127837744
762,174-37,0.1,1.5,0.8,Fine,Glaciolacustrine,2,45,0.307082835
763,19A-03,0.2,1.5,0.85,Fine,Glaciolacustrine,3,45,0.125680767
764,19A-04,0.2,1.5,0.85,Fine,Glaciolacustrine,2,8,0.179410112
765,2.45-1-12,3.1,6.1,4.6,Fine,Glaciolacustrine,2,0,0.141155653
766,2.45-1-12,0.15,2.1,1.125,Fine,Glaciolacustrine,2,87,0.493296979
767,2.45-1-19,0.15,6.9,3.525,Fine,Glaciolacustrine,3,8,0.060235776
768,2.45-1-2,5.2,6.1,5.65,Fine,Glaciolacustrine,2,8,0.155782484
769,2.45-1-3,0.8,2.4,1.6,Fine,Glaciolacustrine,3,8,0.064263726
770,2.45-1-4,2.4,6.9,4.65,Fine,Glaciolacustrine,2,8,0.160488363
771,2.45-1-4,0.15,1.7,0.925,Fine,Glaciolacustrine,2,8,0.179020528
772,2.45-1-5,4,6.7,5.35,Fine,Glaciolacustrine,3,8,0.056630983
773,2.45-1-6,1.5,4.3,2.9,Fine,Glaciolacustrine,3,8,0.061517614
774,2.45-1-6,0.2,1.5,0.85,Fine,Glaciolacustrine,3,8,0.065898244
775,2.45-1-7,0.25,2.7,1.475,Fine,Glaciolacustrine,3,8,0.064533563
776,2.45-1-8,0.1,2.4,1.25,Fine,Glaciolacustrine,3,8,0.065021863
777,307-12-3,0,2.4,1.2,Fine,Glaciolacustrine,2,0,0.156373572
778,307-14-1,0.1,1.5,0.8,Fine,Glaciolacustrine,3,8,0.066008542
779,307-14-3,0.6,6.2,3.4,Fine,Glaciolacustrine,3,8,0.060490179
780,307-7-1,0,0.8,0.4,Fine,Glaciolacustrine,2,0,0.160140686
781,307-7-10,2,4.1,3.05,Fine,Glaciolacustrine,3,0,0.052866235
782,307-7-6,0.2,0.9,0.55,Fine,Glaciolacustrine,2,8,0.180975003
783,307-7-9,0.2,5.5,2.85,Fine,Glaciolacustrine,3,8,0.061621226
784,307-8-2,0,1.8,0.9,Fine,Glaciolacustrine,3,45,0.12548621
785,307-8-7,2,4.6,3.3,Fine,Glaciolacustrine,3,8,0.060694407
786,307-8-8,0,4,2,Fine,Glaciolacustrine,3,0,0.054790587
787,309-03,0.1,2.4,1.25,Fine,Glaciolacustrine,2,45,0.303722359
788,309-11,0.1,1,0.55,Fine,Glaciolacustrine,2,45,0.308958621
789,309-22,0.1,1,0.55,Fine,Glaciolacustrine,2,45,0.308958621
790,309-25,0.2,1.5,0.85,Fine,Glaciolacustrine,2,45,0.306708434
791,309-29,0.2,1.2,0.7,Fine,Glaciolacustrine,2,8,0.180191246
792,312-01,0.2,0.3,0.25,Fine,Glaciolacustrine,2,45,0.311217841
793,312-01,0.3,1.2,0.75,Fine,Glaciolacustrine,2,45,0.307457488
794,312-08,0,1.5,0.75,Fine,Glaciolacustrine,2,8,0.179930576
795,312-18,0.6,1.4,1,Fine,Glaciolacustrine,2,8,0.1786316
796,312-18,1.4,1.5,1.45,Fine,Glaciolacustrine,2,45,0.302235441
797,325-1-11,0.15,1.2,0.675,Fine,Glaciolacustrine,2,8,0.18032169
798,325-1-13,0.15,1.4,0.775,Fine,Glaciolacustrine,2,8,0.179800351
799,325-1-14,0.15,2.4,1.275,Fine,Glaciolacustrine,2,8,0.177211129
800,325-1-15,0.15,1.8,0.975,Fine,Glaciolacustrine,2,87,0.49461551
801,325-1-16,0.3,0.9,0.6,Fine,Glaciolacustrine,2,87,0.497912123
802,325-1-17,0.3,2,1.15,Fine,Glaciolacustrine,2,8,0.177855707
803,325-1-2,0.2,2.1,1.15,Fine,Glaciolacustrine,2,8,0.177855707
804,325-1-21,0.3,1.7,1,Fine,Glaciolacustrine,2,8,0.1786316
805,325-1-23,0.25,0.6,0.425,Fine,Glaciolacustrine,2,8,0.181630141
806,325-1-25,0,0.3,0.15,Fine,Glaciolacustrine,2,8,0.183077871
807,325-1-25,0.3,2.1,1.2,Fine,Glaciolacustrine,2,87,0.492637747
808,325-1-26,9.5,10,9.75,Fine,Glaciolacustrine,2,0,0.120454283
809,325-1-26,0,1.2,0.6,Fine,Glaciolacustrine,2,87,0.497912123
810,325-1-27,0,0.9,0.45,Fine,Glaciolacustrine,2,87,0.499230835
811,325-1-28,0,1.4,0.7,Fine,Glaciolacustrine,2,87,0.497032997
812,325-1-28,7.8,8.5,8.15,Fine,Glaciolacustrine,2,0,0.12659249
813,325-1-29,0,1.1,0.55,Fine,Glaciolacustrine,2,87,0.498351691
814,325-1-3,1.4,3.7,2.55,Fine,Glaciolacustrine,3,8,0.062246247
815,325-1-34,0.3,0.8,0.55,Fine,Glaciolacustrine,2,8,0.180975003
816,325-1-35,0.15,0.8,0.475,Fine,Glaciolacustrine,2,8,0.181367867
817,325-1-39,0,0.6,0.3,Fine,Glaciolacustrine,2,0,0.160616646
818,325-1-4,0.2,2.4,1.3,Fine,Glaciolacustrine,2,8,0.177082431
819,325-1-40,0,0.9,0.45,Fine,Glaciolacustrine,2,0,0.159903129
820,325-1-5,1.7,2.4,2.05,Fine,Glaciolacustrine,3,8,0.063300782
821,325-1-6,1.4,3.2,2.3,Fine,Glaciolacustrine,3,8,0.0627715
822,325-1-6,0,1.4,0.7,Fine,Glaciolacustrine,3,87,0.24366318
823,325-1-7,0,0.3,0.15,Fine,Glaciolacustrine,3,8,0.067457731
824,325-1-7,2.1,2.7,2.4,Fine,Glaciolacustrine,3,8,0.062560917
825,325-1-9,1.8,3.1,2.45,Fine,Glaciolacustrine,3,45,0.119580203
826,325-1-9,0,1.8,0.9,Fine,Glaciolacustrine,3,87,0.242366589
827,AH109.6C,5,5.9,5.45,Fine,Glaciolacustrine,3,45,0.108821154
828,AH109.6C,5.9,7.4,6.65,Fine,Glaciolacustrine,3,45,0.104757391
829,AH109.6C,7.4,7.5,7.45,Fine,Glaciolacustrine,3,0,0.045457885
830,AH109.6N,3,5.2,4.1,Fine,Glaciolacustrine,3,8,0.059078042
831,ENG.YARC03097-01//HUS_P (NTGS 8),5.4,6.1,5.75,Fine,Glaciolacustrine,3,45,0.107792622
832,ENG.YARC03097-01//I401A_Pit (NTGS 15),0,0.9,0.45,Fine,Glaciolacustrine,2,0,0.159903129
833,ENG.YARC03097-01//TVC_P (NTGS 4),4.1,5.5,4.8,Fine,Glaciolacustrine,3,87,0.218021479
834,ENG.YARC03097-01//TVC_P (NTGS 4),5.5,6.1,5.8,Fine,Glaciolacustrine,3,45,0.10762202
835,ENG.YARC03097-01//TVC_P (NTGS 4),6.1,6.7,6.4,Fine,Glaciolacustrine,3,45,0.105592978
836,GSC4 - 11,3.3,4.3,3.8,Fine,Glaciolacustrine,3,8,0.05967952
837,GSC4 - 11,4.7,6.1,5.4,Fine,Glaciolacustrine,3,45,0.108993399
838,GSC4 - 11,0,1.1,0.55,Fine,Glaciolacustrine,3,45,0.126853462
839,GSC4 - 11,1.1,2.3,1.7,Fine,Glaciolacustrine,3,8,0.064048595
840,GSC4 - 11,2.3,3.3,2.8,Fine,Glaciolacustrine,3,45,0.118279817
841,GSC4 - 12,0,2.1,1.05,Fine,Glaciolacustrine,3,45,0.124904067
842,GSC4 - 14,2,3.7,2.85,Fine,Glaciolacustrine,3,8,0.061621226
843,GSC4 - 14,1.8,2,1.9,Fine,Glaciolacustrine,3,45,0.121648265
844,GSC4 - 14,4.2,5.5,4.85,Fine,Glaciolacustrine,3,8,0.057598473
845,GSC4 - 18,1.2,5.5,3.35,Fine,Glaciolacustrine,3,8,0.060592215
846,GSC4 - 19,2.4,6,4.2,Fine,Glaciolacustrine,3,0,0.050829842
847,GSC4 - 36,5.2,6.1,5.65,Fine,Glaciolacustrine,3,0,0.048364879
848,GSC4 - 36,0,2.4,1.2,Fine,Glaciolacustrine,3,0,0.056299571
849,GSC4 - 36,6.1,8,7.05,Fine,Glaciolacustrine,3,45,0.103432405
850,GSC4 - 40,0,2.4,1.2,Fine,Glaciolacustrine,3,0,0.056299571
851,GSC4 - 49,2.4,3.5,2.95,Fine,Glaciolacustrine,3,8,0.061414159
852,GSC4 - 49,3.5,6,4.75,Fine,Glaciolacustrine,3,45,0.111254096
853,GSC4 - 49,1.5,2.4,1.95,Fine,Glaciolacustrine,3,8,0.063513629
854,GSC4 - 55,1.9,3.7,2.8,Fine,Glaciolacustrine,3,45,0.118279817
855,GSC4 - 55,3.7,6,4.85,Fine,Glaciolacustrine,3,8,0.057598473
856,GSC4 - 7,3.1,6.1,4.6,Fine,Glaciolacustrine,3,8,0.05808786
857,GSC4 - 8,0.2,1.5,0.85,Fine,Glaciolacustrine,3,45,0.125680767
858,GSC4 - 9,3.1,4.6,3.85,Fine,Glaciolacustrine,3,45,0.114450907
859,GSC4 - 9,4.6,5.2,4.9,Fine,Glaciolacustrine,3,8,0.057501049
860,GSC4 - P4,0,3.1,1.55,Fine,Glaciolacustrine,3,45,0.122980066
861,GSC4 - P4,6.1,7.1,6.6,Fine,Glaciolacustrine,3,8,0.054276921
862,GSC4 - P4,3.4,6.1,4.75,Fine,Glaciolacustrine,3,45,0.111254096
863,GSC4 - P4,7.1,7.6,7.35,Fine,Glaciolacustrine,3,45,0.102448261
864,I401A - 20,1.1,2.6,1.85,Fine,Glaciolacustrine,2,45,0.299273941
865,I401A - 33,0,3.1,1.55,Fine,Glaciolacustrine,2,0,0.154748044
866,I401A - 43,1.5,2.1,1.8,Fine,Glaciolacustrine,2,45,0.299643225
867,I401A - 43,0,1.5,0.75,Fine,Glaciolacustrine,2,8,0.179930576
868,I401A - 43,2.1,3,2.55,Fine,Glaciolacustrine,2,45,0.294131295
869,I401A - 52,0,1.1,0.55,Fine,Glaciolacustrine,2,0,0.159428863
870,I401A - 59,0,3,1.5,Fine,Glaciolacustrine,2,0,0.154979424
871,I401A - 60,3,4.6,3.8,Fine,Glaciolacustrine,2,45,0.285076695
872,I401A - 61,0,1.1,0.55,Fine,Glaciolacustrine,2,8,0.180975003
873,I401A - 61,1.4,4.6,3,Fine,Glaciolacustrine,2,0,0.148158799
874,I401A - 61,1.1,1.4,1.25,Fine,Glaciolacustrine,2,45,0.303722359
875,PW12 - 56A,0,1.5,0.75,Fine,Glaciolacustrine,3,45,0.126070644
876,PW12 - 67,0.1,2.6,1.35,Fine,Glaciolacustrine,3,0,0.056013773
877,PW12 - 68,0.1,1.1,0.6,Fine,Glaciolacustrine,3,45,0.126657374
878,PW12 - 69,0.1,1.1,0.6,Fine,Glaciolacustrine,3,0,0.057456146
879,PW12 - 70,0.1,2.6,1.35,Fine,Glaciolacustrine,3,0,0.056013773
880,PW12 - P3,0.6,1.5,1.05,Fine,Glaciolacustrine,3,8,0.065458723
881,PW13 - P1,0,2.3,1.15,Fine,Glaciolacustrine,3,45,0.124517242
882,PW13 - P3,0,3.4,1.7,Fine,Glaciolacustrine,3,0,0.055352064
883,PW17 - P7,0,0.8,0.4,Fine,Glaciolacustrine,3,45,0.127443262
884,PW17 - P7,0.8,2.4,1.6,Fine,Glaciolacustrine,3,45,0.122789055
885,PW6 - P5,0.9,2.1,1.5,Fine,Glaciolacustrine,2,45,0.301864352
886,PW6 - P5,0,0.9,0.45,Fine,Glaciolacustrine,2,8,0.181498968
887,PW9 - P6,1.8,3,2.4,Fine,Glaciolacustrine,3,8,0.062560917
888,PW9 - P6,9.1,9.8,9.45,Fine,Glaciolacustrine,3,45,0.095785367
889,PW9 - P6,4.6,6.1,5.35,Fine,Glaciolacustrine,3,45,0.109165879
890,W14103137-AH90.3N,2.3,2.8,2.55,Fine,Glaciolacustrine,3,8,0.062246247
891,W14103137-AH90.3N,2.8,3.8,3.3,Fine,Glaciolacustrine,3,0,0.052417281
892,W14103137-AH90.3N,4.3,5.8,5.05,Fine,Glaciolacustrine,3,8,0.057209679
893,W14103137-CR17aS,2.4,3.1,2.75,Fine,Glaciolacustrine,2,45,0.292671402
894,W14103137-CR18N,1.8,2.6,2.2,Fine,Glaciolacustrine,3,87,0.234052667
895,W14103137-CR31N,0.15,0.45,0.3,Fine,Glaciolacustrine,3,45,0.127837744
896,W14103137-CR31N,1.6,2.5,2.05,Fine,Glaciolacustrine,3,8,0.063300782
897,W14103137-CR31N,3.2,3.8,3.5,Fine,Glaciolacustrine,3,45,0.115715241
898,W14103137-CR31N,2.5,3,2.75,Fine,Glaciolacustrine,3,45,0.118464845
899,W14103137-CR35aN,0.15,1.8,0.975,Fine,Glaciolacustrine,3,45,0.125194853
900,W14103137-CR35aN,2,6.8,4.4,Fine,Glaciolacustrine,3,45,0.112488052
901,W14103137-CR35aS,0.6,1.25,0.925,Fine,Glaciolacustrine,3,8,0.065733111
902,W14103137-CR35aS,12.5,14,13.25,Fine,Glaciolacustrine,3,8,0.043193714
903,W14103137-CR35aS,1.25,1.4,1.325,Fine,Glaciolacustrine,3,45,0.123842737
904,W14103137-CR3N,2.8,2.9,2.85,Fine,Glaciolacustrine,2,45,0.291943039
905,W14103137-CR3N,2.9,3.9,3.4,Fine,Glaciolacustrine,2,87,0.473321153
906,W14103137-CR3S,10,10.25,10.125,Fine,Glaciolacustrine,2,8,0.136076383
907,W14103137-CR3S,10.25,10.8,10.525,Fine,Glaciolacustrine,2,8,0.134420061
908,W14103137-CR3S,5.8,6.1,5.95,Fine,Glaciolacustrine,2,45,0.26989889
909,W14103137-CR3S,6.1,6.6,6.35,Fine,Glaciolacustrine,2,45,0.267131557
