,Site.ID,From (m),To (m),Depth,Material.simplified,Deposit.type,Deposit.type.conf,Mid_VI,EI_pred
,307-7-6,2.3,3.8,3.05,ICE,Glaciolacustrine,2,NA,0
,307-7-9,8.2,8.5,8.35,ICE,Glaciolacustrine,3,NA,0
,307-8-2,1.8,4,2.9,ICE,Glaciolacustrine,3,NA,0
,307-8-7,0.2,2,1.1,ICE,Glaciolacustrine,3,NA,0
,309-03,5.5,5.9,5.7,ICE,Glaciolacustrine,2,NA,0
,309-03,7.2,7.6,7.4,ICE,Glaciolacustrine,2,NA,0
,309-11,2.9,4.6,3.75,ICE,Glaciolacustrine,2,NA,0
,309-25,10.4,10.7,10.55,ICE,Glaciolacustrine,2,NA,0
,309-38,5.5,7.6,6.55,ICE,Glaciolacustrine,2,NA,0
,312-23,0.3,1.8,1.05,ICE,Glaciolacustrine,1,NA,0
,325-1-3,0.5,1.4,0.95,ICE,Glaciolacustrine,3,NA,0
,325-1-5,0.5,1.7,1.1,ICE,Glaciolacustrine,3,NA,0
,325-1-7,0.3,2.1,1.2,ICE,Glaciolacustrine,3,NA,0
,AH109.6N,0.2,0.6,0.4,ICE,Glaciolacustrine,3,NA,0
,AH109.6S,0.6,3.3,1.95,ICE,Glaciolacustrine,3,NA,0
,ENG.YARC03097-01//TVC_H (NTGS 5),0.6,1.2,0.9,ICE,Glaciolacustrine,3,NA,0
,GSC1A - P4,6,10.1,8.05,ICE,Glaciolacustrine,3,NA,0
,GSC1A - P5,9,10.1,9.55,ICE,Glaciolacustrine,3,NA,0
,GSC1A - P6,1.5,9.1,5.3,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 14,2,4.6,3.3,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 16,12.2,13.1,12.65,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 16,7.3,7.6,7.45,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 16,1.5,2.1,1.8,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 17,1.8,6.1,3.95,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 24,6.6,7.6,7.1,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 24,3.4,4.9,4.15,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 25,2.1,4.6,3.35,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 25,0.2,1.4,0.8,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 31,3.7,6.1,4.9,ICE,Glaciolacustrine,3,NA,0
,GSC3 - 7,1.8,3.1,2.45,ICE,Glaciolacustrine,3,NA,0
,GSC4 - 36,8,9.1,8.55,ICE,Glaciolacustrine,3,NA,0
,GSC4 - 40,5.2,7.6,6.4,ICE,Glaciolacustrine,3,NA,0
,GSC4 - 5,3.4,4.9,4.15,ICE,Glaciolacustrine,3,NA,0
,GSC4 - 55,0.9,1.5,1.2,ICE,Glaciolacustrine,3,NA,0
,GSC4 - P4,3.1,3.4,3.25,ICE,Glaciolacustrine,3,NA,0
,I401A - 20,3.8,4.1,3.95,ICE,Glaciolacustrine,1,NA,0
,I401A - 20,5.6,8.4,7,ICE,Glaciolacustrine,1,NA,0
,I401A - 57,3.8,4.3,4.05,ICE,Glaciolacustrine,2,NA,0
,KP7 - P1,7.5,7.8,7.65,ICE,Glaciolacustrine,3,NA,0
,KP7 - P2,3.1,6.1,4.6,ICE,Glaciolacustrine,2,NA,0
,PW10 - 14,0.2,0.6,0.4,ICE,Glaciolacustrine,3,NA,0
,PW10 - 16,1.8,4.6,3.2,ICE,Glaciolacustrine,3,NA,0
,PW10 - 18,1.8,2.1,1.95,ICE,Glaciolacustrine,2,NA,0
,PW10 - 22,0.2,1.2,0.7,ICE,Glaciolacustrine,3,NA,0
,PW10 - P4,0,1.5,0.75,ICE,Glaciolacustrine,3,NA,0
,PW12 - 60,3,6.1,4.55,ICE,Glaciolacustrine,3,NA,0
,PW12 - 69,1.1,2,1.55,ICE,Glaciolacustrine,3,NA,0
,PW12 - 72,0.6,1.1,0.85,ICE,Glaciolacustrine,3,NA,0
,PW13 - P2,2.5,6.1,4.3,ICE,Glaciolacustrine,3,NA,0
,PW17 - P4,3.1,6.1,4.6,ICE,Glaciolacustrine,3,NA,0
,PW17 - P6,0,3.1,1.55,ICE,Glaciolacustrine,2,NA,0
,PW17 - P7,4.6,6.1,5.35,ICE,Glaciolacustrine,3,NA,0
,PW18 - P4,1.1,3.4,2.25,ICE,Glaciolacustrine,3,NA,0
,PW6 - P21,0.3,2,1.15,ICE,Glaciolacustrine,3,NA,0
,PW6 - P21,3,7.5,5.25,ICE,Glaciolacustrine,3,NA,0
,PW9 - P6,6.1,9.1,7.6,ICE,Glaciolacustrine,3,NA,0
,PW9 - P6,9.8,10.7,10.25,ICE,Glaciolacustrine,3,NA,0
,PW9 - P8,7.2,10.7,8.95,ICE,Glaciolacustrine,3,NA,0
,W14103137-AH48.9N,0.6,3.6,2.1,ICE,Glaciolacustrine,3,NA,0
,W14103137-CR18N,14.1,14.2,14.15,ICE,Glaciolacustrine,3,NA,0
,W14103137-CR18N,2.6,2.9,2.75,ICE,Glaciolacustrine,3,NA,0
,W14103137-CR23aS,12.55,12.7,12.625,ICE,Glaciolacustrine,2,NA,0
,W14103137-CR31N,3,3.2,3.1,ICE,Glaciolacustrine,3,NA,0
,W14103137-CR31N,0.45,1.6,1.025,ICE,Glaciolacustrine,3,NA,0
,W14103137-CR4N,1,1.2,1.1,ICE,Glaciolacustrine,2,NA,0
,W14103137-CR4N,2.5,3,2.75,ICE,Glaciolacustrine,2,NA,0
,W14103137-CR4S,3.2,3.4,3.3,ICE,Glaciolacustrine,2,NA,0
,W14103137-CR8S,0,0.6,0.3,ICE,Glaciolacustrine,2,NA,0
,W14103137-CRA3N,2.4,2.55,2.475,ICE,Glaciolacustrine,3,NA,0
,170-1-10,0.3,1.4,0.85,ICE,Moraine,3,NA,0
,170-1-12,5.5,6.7,6.1,ICE,Moraine,3,NA,0
,170-1-2,4.1,6.7,5.4,ICE,Moraine,2,NA,0
,170-1-28,0,2.1,1.05,ICE,Moraine,3,NA,0
,170-1-32,2.9,6.9,4.9,ICE,Moraine,3,NA,0
,170-1-36,0,0.9,0.45,ICE,Moraine,3,NA,0
,170-1-36,4.3,6.9,5.6,ICE,Moraine,3,NA,0
,170-1-7,1.5,6.9,4.2,ICE,Moraine,3,NA,0
,170-1-8,1.1,2.3,1.7,ICE,Moraine,2,NA,0
,170-1-8,5.8,7.2,6.5,ICE,Moraine,2,NA,0
,174-01,1.4,6.1,3.75,ICE,Moraine,3,NA,0
,174-02,3.5,5.5,4.5,ICE,Moraine,1,NA,0
,174-02,6,7.6,6.8,ICE,Moraine,1,NA,0
,174-09,7.6,10.1,8.85,ICE,Moraine,2,NA,0
,174-20,1.5,3,2.25,ICE,Moraine,3,NA,0
,174-28,4.9,6.1,5.5,ICE,Moraine,2,NA,0
,174-34,3,3.1,3.05,ICE,Moraine,2,NA,0
,174-48,3,6.1,4.55,ICE,Moraine,3,NA,0
,174-51,9.1,10.7,9.9,ICE,Moraine,3,NA,0
,174-54,7.6,8,7.8,ICE,Moraine,1,NA,0
,19A-07,5.2,7.6,6.4,ICE,Moraine,3,NA,0
,19A-08,4.6,6.1,5.35,ICE,Moraine,3,NA,0
,2.45-1-1,4,4.6,4.3,ICE,Moraine,3,NA,0
,2.45-1-11,6.1,6.9,6.5,ICE,Moraine,3,NA,0
,2.45-1-13,4,4.6,4.3,ICE,Moraine,2,NA,0
,307-12-2,7.3,8.4,7.85,ICE,Moraine,2,NA,0
,307-12-5,7.5,8.4,7.95,ICE,Moraine,3,NA,0
,307-14-4,1.1,3.4,2.25,ICE,Moraine,3,NA,0
,307-14-5,1.5,2.7,2.1,ICE,Moraine,3,NA,0
,307-7-3,5.5,6.9,6.2,ICE,Moraine,3,NA,0
,307-7-4,4.3,5.3,4.8,ICE,Moraine,2,NA,0
,307-7-5,2.6,3.8,3.2,ICE,Moraine,3,NA,0
,307-8-1,4.6,6.1,5.35,ICE,Moraine,3,NA,0
,307-8-6,2.6,5.2,3.9,ICE,Moraine,3,NA,0
,307-8-9,7.6,8.4,8,ICE,Moraine,3,NA,0
,309-40,1.2,3,2.1,ICE,Moraine,3,NA,0
,309-41,0.6,2.4,1.5,ICE,Moraine,3,NA,0
,309-41,4.6,6.1,5.35,ICE,Moraine,3,NA,0
,ENG.YARC03097-01//HUS_Slump (NTGS 17),3.9,5.4,4.65,ICE,Moraine,2,NA,0
,ENG.YARC03097-01//I401A_Upper (NTGS 16),4.6,5.3,4.95,ICE,Moraine,3,NA,0
,ENG.YARC03097-01//I401A_Upper (NTGS 16),9.5,9.9,9.7,ICE,Moraine,3,NA,0
,ENG.YARC03097-01//INU_H (NTGS 2),10.2,10.6,10.4,ICE,Moraine,3,NA,0
,ENG.YARC03097-01//INU_P (NTGS 1),2.2,2.8,2.5,ICE,Moraine,3,NA,0
,ENG.YARC03097-01//INU_P (NTGS 1),3,6.4,4.7,ICE,Moraine,3,NA,0
,ENG.YARC03097-01//INU_R (NTGS 3),2.8,3,2.9,ICE,Moraine,3,NA,0
,ENG.YARC03097-01//ITH-06,3.75,3.95,3.85,ICE,Moraine,2,NA,0
,GSC1A - P2,2.1,3.7,2.9,ICE,Moraine,2,NA,0
,GSC1A - P2,5.2,8.2,6.7,ICE,Moraine,2,NA,0
,GSC1A - P3,2.1,5.9,4,ICE,Moraine,2,NA,0
,GSC3 - 29,3.4,6.1,4.75,ICE,Moraine,2,NA,0
,I401A - P9,4.6,6.7,5.65,ICE,Moraine,3,NA,0
,W14103137-CR17aN,12.9,14,13.45,ICE,Moraine,3,NA,0
,W14103137-CR21S,5.7,6,5.85,ICE,Moraine,2,NA,0
,W14103137-CR30a1,1.35,1.55,1.45,ICE,Moraine,2,NA,0
,W14103137-S6-BH02,8.2,8.4,8.3,ICE,Moraine,3,NA,0
,W14103137-S6-BH11,3.9,4.2,4.05,ICE,Moraine,3,NA,0
