"","Borehole.ID","Top.depth","Bottom.depth","Depth","Thickness","Material","Material.simplified","ASTM","Reinterpreted","Frozen","Visible.ice","Mid_VI","Cryostructures","VRM","Slope","Organic.cover..m.","Mineral.soil..logs..first.3.m.","Surficial.materials..Rampton.1987.map.","Holocene.deposits","Holocene.conf","Deposit.type","Deposit.type.conf","Notes","predicted_EI_beta"
"112","I401A - 57",7.6,9.1,8.35,1.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.126931358140632
"113","I401A - 59",5.8,9.1,7.45,3.3,"Clay","Fine","CL-ML","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.13046959078444
"114","I401A - 60",1.8,3,2.4,1.2,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.295842063663635
"115","I401A - 60",0,1.8,0.9,1.8,"Clay","Fine","CL-ML","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.30691412368994
"116","I401A - 61",6.1,7,6.55,0.9,"Clay","Fine","CL-ML","No","Yes","No visible ice",0,"Nf","Rugged","Undulating",0,"Silt","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.134091304222654
"117","I401A - 64",2.3,6.1,4.2,3.8,"Clay","Fine","CL-ML","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.143949606365365
"118","I401A - 64",0,1.5,0.75,1.5,"Clay","Fine","CL-ML","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.159506215851397
"119","I401A - 64",1.5,2.3,1.9,0.8,"Clay","Fine","CL-ML","No","Yes","Medium to high",45,"Vs","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",2,"",0.299506997305519
"120","I401A - 68",1.8,6.1,3.95,4.3,"Clay","Fine","CL-ML","No","Yes","Low",8,"Nbe","Rugged","Undulating",0,"Sand/clay","Colluvial","Colluvial",2,"Glaciolacustrine",2,"",0.164856103463243
"121","I401A - P6",0,1.2,0.6,1.2,"Clay","Fine","CL-ML","No","Yes","Medium to high",45,"Vs","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",3,"",0.127775165810693
"122","I401A - P6",1.5,9.1,5.3,7.6,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",3,"",0.050300051453097
"123","I401A - P6",1.2,1.5,1.35,0.3,"Clay","Fine","CL-ML","No","Yes","Medium to high",45,"","Rugged","Undulating",0,"Clay","Colluvial","Colluvial",1,"Glaciolacustrine",3,"",0.124873139069977
"124","I401A - P7",2.7,3,2.85,0.3,"Clay","Fine","CL","No","Yes","Low",8,"Vr","Rugged","Undulating",0,"Gravel/clay","Colluvial","Colluvial",3,"Glaciolacustrine",3,"",0.0629337374702242
"125","I401A - P7",3,6.1,4.55,3.1,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Rugged","Undulating",0,"Gravel/clay","Colluvial","Colluvial",3,"Glaciolacustrine",3,"",0.113119581340681
"126","I401A - P7",6.1,8.2,7.15,2.1,"Clay","Fine","CL","No","Yes","Low",8,"Vx","Rugged","Undulating",0,"Gravel/clay","Colluvial","Colluvial",3,"Glaciolacustrine",3,"",0.0546073179903019
"127","I401A - P7",8.2,10.7,9.45,2.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vs/Vr","Rugged","Undulating",0,"Gravel/clay","Colluvial","Colluvial",3,"Glaciolacustrine",3,"",0.0969955902915643
"128","KP7 - P1",0.2,1.5,0.85,1.4,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Rugged","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0582980582897179
"129","KP7 - P1",1.5,3,2.25,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Rugged","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.121465476715843
"130","KP7 - P1",3,4.3,3.65,1.3,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Rugged","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.116324104988758
"131","KP7 - P2",0.3,1.5,0.9,1.2,"Clay","Fine","CL-ML","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.3,"Clay/till","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.30691412368994
"132","KP7 - P2",2.3,3.1,2.7,0.8,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0.3,"Clay/till","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.150552412231591
"133","KP7 - P3",0.3,3.7,2,3.4,"Clay","Fine","CL","No","Yes","Low",8,"Vx","Smooth","Undulating",0.3,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0647142880326007
"134","KP7 - P3a",0.5,3.1,1.8,2.6,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.5,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.123159177922646
"135","KP7 - P3a",3.1,6.1,4.6,3.1,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0.5,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.112943830073163
"136","PW10 - 12",0.2,1.2,0.7,1.1,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.308407745711023
"137","PW10 - 12",1.2,1.8,1.5,0.6,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Rolling",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.30245757221473
"138","PW10 - 12",3.1,5.6,4.35,2.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.281801063426787
"139","PW10 - 12",4.6,6.1,5.35,1.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.139052049672849
"140","PW10 - 14",1.5,3.1,2.3,1.5,"Clay","Fine","CH","No","Yes","Medium to high",45,"","Rugged","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.121278531803009
"141","PW10 - 14",0.6,1.5,1.05,0.9,"Clay","Fine","CH","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.126027108776371
"142","PW10 - 16",0.3,1.8,1.05,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.3,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.126027108776371
"143","PW10 - 18",6.4,8,7.2,1.6,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Rugged","Flat",1.8,"None","Hummocky","Organics",3,"Glaciolacustrine",2,"Only ice and organics in the first 3 m",0.131467199919288
"144","PW10 - 18",3.7,6.4,5.05,2.7,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Rugged","Flat",1.8,"None","Hummocky","Organics",3,"Glaciolacustrine",2,"Only ice and organics in the first 3 m",0.27686063738122
"145","PW10 - 21",0.2,6.1,3.15,6,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.118138252574661
"146","PW10 - 22",1.2,4.6,2.9,3.4,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.119054482528051
"147","PW10 - 22",4.6,6.1,5.35,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.110336041061825
"148","PW10 - 28",3.1,6.1,4.6,3.1,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.112943830073163
"149","PW10 - 28",1.8,3.1,2.45,1.2,"Clay","Fine","CL","No","Yes","Low",8,"","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0637658786848529
"150","PW10 - 28",0.2,1.8,1,1.7,"Clay","Fine","CL-ML","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.126220321979944
"151","PW10 - 30",3.1,4.6,3.85,1.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Rugged","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0527848507759656
"152","PW10 - 30",0.2,3.1,1.65,2.9,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Rugged","Rolling",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.123728239833536
"153","PW10 - 8",1.4,1.5,1.45,0.2,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.124490500324656
"154","PW10 - 8",1.5,3.1,2.3,1.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0555689551308908
"155","PW10 - 8",3.1,5,4.05,2,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.114890250018044
"156","PW10 - P4",1.5,3.1,2.3,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0,"Clay","Hummocky","Colluvial",2,"Glaciolacustrine",3,"",0.121278531803009
"157","PW10 - P4",9.1,10.1,9.6,0.9,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Rugged","Undulating",0,"Clay","Hummocky","Colluvial",2,"Glaciolacustrine",3,"",0.096535934436364
"158","PW10 - P4",7.6,9.1,8.35,1.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Rugged","Undulating",0,"Clay","Hummocky","Colluvial",2,"Glaciolacustrine",3,"",0.0454305756904973
"159","PW11 - 10",1.5,2.7,2.1,1.2,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Rolling",0,"Clay/sand","Hummocky","None",2,"Glaciolacustrine",2,"",0.298037905228149
"160","PW11 - 10",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0,"Clay/sand","Hummocky","None",2,"Glaciolacustrine",2,"",0.30803396265382
"161","PW11 - 16",0.2,1.8,1,1.6,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.126220321979944
"162","PW11 - 16",3.8,4.6,4.2,0.8,"Clay","Fine","CL","No","Yes","Low",8,"Vx","Smooth","Undulating",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0601995035134764
"163","PW11 - 16",4.6,8,6.3,3.4,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.107108682795324
"164","PW11 - 16",8,8.5,8.25,0.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Clay/sand","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.100743636543011
"165","PW11 - 17",0,1.5,0.75,1.5,"Clay","Fine","CH","No","Yes","Low",8,"Vx","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.0674180519729253
"166","PW11 - 17",3.1,6.1,4.6,3.1,"Clay","Fine","CH","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.112943830073163
"167","PW11 - 17",1.5,3.1,2.3,1.5,"Clay","Fine","CH","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.0555689551308908
"168","PW11 - 18",0.2,1.5,0.85,1.4,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.12680148262088
"169","PW11 - 18",1.5,6.1,3.8,4.6,"Clay","Fine","CL","No","Yes","Low",8,"Nbn","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0609978447123207
"170","PW11 - 22",1.5,4.6,3.05,3.1,"Clay","Fine","CH","No","Yes","Low",8,"Vx","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.0625214755382925
"171","PW11 - 22",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Low",8,"Nbe","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.0674180519729253
"172","PW11 - 22",4.6,6.1,5.35,1.5,"Clay","Fine","CH","No","Yes","Medium to high",45,"","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.110336041061825
"173","PW11 - 6",1.5,3,2.25,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.121465476715843
"174","PW11 - 6",0.1,1.5,0.8,1.4,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vr","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.126995710513277
"175","PW11 - 6",3,7.6,5.3,4.6,"Clay","Fine","CL","No","Yes","Low",8,"","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0580542238533023
"176","PW11 - 8",1.5,6.1,3.8,4.6,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.115784597200736
"177","PW11 - 8",0.1,1.5,0.8,1.4,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.126995710513277
"178","PW11 - P2",3.7,10.1,6.9,6.5,"Clay","Fine","CH","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.047686903792166
"179","PW11 - P2",0,3.7,1.85,3.7,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.0564027938440761
"180","PW12 - 12",8,10.3,9.15,2.3,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Flat",0,"Clay","Colluvial","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0979207657262231
"181","PW12 - 12",1.5,8,4.75,6.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Flat",0,"Clay","Colluvial","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.112418005452298
"182","PW12 - 12",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Flat",0,"Clay","Colluvial","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
"183","PW12 - 19",8,10.3,9.15,2.3,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vr","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0979207657262231
"184","PW12 - 19",1.5,3,2.25,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.121465476715843
"185","PW12 - 19",6.1,8,7.05,1.9,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.104619732980709
"186","PW12 - 19",3,6.1,4.55,3.1,"Clay","Fine","CL","No","Yes","Low",8,"","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0595089873860904
"187","PW12 - 19",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vr","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
"188","PW12 - 25",0.1,1.1,0.6,1,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vc","Smooth","Flat",0.1,"Clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127775165810693
"189","PW12 - 25",1.1,2.5,1.8,1.4,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Flat",0.1,"Clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.123159177922646
"190","PW12 - 25",8,10.2,9.1,2.2,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Flat",0.1,"Clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0980757243553502
"191","PW12 - 25",2.5,8,5.25,5.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Flat",0.1,"Clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.110680674049096
"192","PW12 - 31",3,4.6,3.8,1.6,"Clay","Fine","CL","No","Yes","Low",8,"","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0609978447123207
"193","PW12 - 31",1.5,3,2.25,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vr","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.121465476715843
"194","PW12 - 31",4.6,10.3,7.45,5.7,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0468187896146851
"195","PW12 - 31",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
"196","PW12 - 32",7.6,10.1,8.85,2.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0446763734420318
"197","PW12 - 32",1.5,3,2.25,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.121465476715843
"198","PW12 - 32",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
"199","PW12 - 32",3,7.6,5.3,4.6,"Clay","Fine","CL","No","Yes","Low",8,"Nbe","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0580542238533023
"200","PW12 - 34",0.2,0.9,0.55,0.7,"Clay","Fine","CL","No","Yes","High",87,"Vx/Vr","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.245403233621313
"201","PW12 - 34",0.9,7,3.95,6.1,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.115247265299255
"202","PW12 - 43",0.1,1.1,0.6,1,"Clay","Fine","CL","No","Yes","Low",8,"Vx","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0677494598020814
"203","PW12 - 43",5.6,7.2,6.4,1.6,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.106773836756445
"204","PW12 - 43",1.1,5.6,3.35,4.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0536682461119553
"205","PW12 - 48",5.6,7.2,6.4,1.6,"Clay","Fine","CL","No","Yes","Medium to high",45,"","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.106773836756445
"206","PW12 - 48",0.1,1.1,0.6,1,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127775165810693
"207","PW12 - 48",2.6,4.1,3.35,1.5,"Clay","Fine","CL","No","Yes","Low",8,"Vx","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0619078065713835
"208","PW12 - 48",4.1,5.6,4.85,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.112068644534347
"209","PW12 - 48",1.1,2.6,1.85,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Undulating",0.1,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.122969991140355
"210","PW12 - 55",3,6.1,4.55,3.1,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.113119581340681
"211","PW12 - 55",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Nbn/Vx","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
"212","PW12 - 55",1.5,3,2.25,1.5,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0556610278634091
"213","PW12 - 56A",3,4.6,3.8,1.6,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Flat",0,"Silt/clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0528725687518462
"214","PW12 - 56A",1.5,3,2.25,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vr","Smooth","Flat",0,"Silt/clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.121465476715843
"215","PW12 - 56A",4.6,10.1,7.35,5.5,"Clay","Fine","CL","No","Yes","Low",8,"Nbe","Smooth","Flat",0,"Silt/clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.0542464426448514
"216","PW12 - 57",0,4.3,2.15,4.3,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.121840111563762
"217","PW12 - 57",4.3,6.1,5.2,1.8,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Vr","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.110853343728794
"218","PW12 - 58",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
"219","PW12 - 58",1.5,4.6,3.05,3.1,"Clay","Fine","CL","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.05420495878766
"220","PW12 - 58",4.6,6.1,5.35,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.110336041061825
"221","PW12 - 60",0,1.5,0.75,1.5,"Clay","Fine","CL","No","Yes","Medium to high",45,"Vx/Nbn","Smooth","Flat",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"Near river and thermokarst lakes",0.127190192578752
