Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
2.45-1-7,0.25,2.7,1.475,2.45,Silt,Fine,,No,Yes,Low,8,Vx,Smooth,Undulating,0.25,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
2.45-1-8,0.1,2.4,1.25,2.3,Silt,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.1,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Near a river and thermokarst lakes
307-12-3,0,2.4,1.2,2.4,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-14-1,0.1,1.5,0.8,1.4,Silt,Fine,ML,No,Yes,Low,8,Vx,Moderately rugged,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-14-3,0.6,6.2,3.4,5.6,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Undulating,0.6,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-7-1,0,0.8,0.4,0.8,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-7-10,2,4.1,3.05,2.1,Silt,Fine,ML,No,Yes,No visible ice,0,,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-7-6,0.2,0.9,0.55,0.7,Silt,Fine,ML-SM,Yes,Yes,Low,8,Vx,Moderately rugged,Flat,0.2,Silt/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-7-9,0.2,5.5,2.85,5.3,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-8-2,0,1.8,0.9,1.8,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-8-7,2,4.6,3.3,2.6,Silt,Fine,ML-CL,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-8-8,0,4,2,4,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
309-03,0.1,2.4,1.25,2.3,Silt,Fine,ML,No,Yes,Medium to high,45,Nbn,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-11,0.1,1,0.55,0.9,Silt,Fine,ML,No,Yes,Medium to high,45,Nbn,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-22,0.1,1,0.55,1,Silt,Fine,ML,No,Yes,Medium to high,45,Nbn,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-25,0.2,1.5,0.85,1.3,Silt,Fine,ML,No,Yes,Medium to high,45,Nbn,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-29,0.2,1.2,0.7,1,Silt,Fine,ML,No,Yes,Low,8,Vx,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
312-01,0.2,0.3,0.25,0.1,Silt,Fine,ML,No,Yes,Medium to high,45,Vs,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-01,0.3,1.2,0.75,0.9,Silt,Fine,ML,No,Yes,Medium to high,45,Nbn,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-08,0,1.5,0.75,1.5,Silt,Fine,ML,No,Yes,Low,8,Vx/Nbe,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
312-18,0.6,1.4,1,0.8,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
312-18,1.4,1.5,1.45,0.1,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
325-1-11,0.15,1.2,0.675,1.05,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-13,0.15,1.4,0.775,1.25,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-14,0.15,2.4,1.275,2.25,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-15,0.15,1.8,0.975,1.65,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Flat,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-16,0.3,0.9,0.6,0.6,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-17,0.3,2,1.15,1.7,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-2,0.2,2.1,1.15,1.9,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-21,0.3,1.7,1,1.4,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-23,0.25,0.6,0.425,0.35,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-25,0,0.3,0.15,0.3,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-25,0.3,2.1,1.2,1.8,Silt,Fine,ML,Yes,Yes,High,87,Vx,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-26,9.5,10,9.75,0.5,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-26,0,1.2,0.6,1.2,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-27,0,0.9,0.45,0.9,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-28,0,1.4,0.7,1.4,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-28,7.8,8.5,8.15,0.7,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-29,0,1.1,0.55,1.1,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-3,1.4,3.7,2.55,2.3,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.1,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
325-1-34,0.3,0.8,0.55,0.5,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
325-1-35,0.15,0.8,0.475,0.65,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-39,0,0.6,0.3,0.6,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-4,0.2,2.4,1.3,2.2,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-40,0,0.9,0.45,0.9,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-5,1.7,2.4,2.05,0.7,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
325-1-6,1.4,3.2,2.3,1.8,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-6,0,1.4,0.7,1.4,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-7,0,0.3,0.15,0.3,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-7,2.1,2.7,2.4,0.6,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-9,1.8,3.1,2.45,1.3,Silt,Fine,ML,Yes,Yes,Medium to high,45,,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-9,0,1.8,0.9,1.8,Silt,Fine,ML,Yes,Yes,High,87,,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
AH109.6C,5,5.9,5.45,0.9,Silt,Fine,NA,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6C,5.9,7.4,6.65,1.6,Silt,Fine,NA,No,Yes,Medium to high,45,Vs/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6C,7.4,7.5,7.45,0.1,Silt,Fine,NA,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6N,3,5.2,4.1,2.2,Silt,Fine,NA,No,Yes,Low,8,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_P (NTGS 8),5.4,6.1,5.75,0.7,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//I401A_Pit (NTGS 15),0,0.9,0.45,0.9,Silt,Fine,ML,No,Yes,No visible ice,0,Nbn,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,Reworked rolling hills
ENG.YARC03097-01//TVC_P (NTGS 4),4.1,5.5,4.8,1.4,Silt,Fine,ML,No,Yes,High,87,,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//TVC_P (NTGS 4),5.5,6.1,5.8,0.6,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//TVC_P (NTGS 4),6.1,6.7,6.4,0.6,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
GSC4 - 11,3.3,4.3,3.8,1,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 11,4.7,6.1,5.4,1.4,Silt,Fine,ML,No,Yes,Medium to high,45,Vs,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 11,0,1.1,0.55,1.1,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 11,1.1,2.3,1.7,1.2,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 11,2.3,3.3,2.8,1,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 12,0,2.1,1.05,2.1,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 14,2,3.7,2.85,1.7,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 14,1.8,2,1.9,0.2,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 14,4.2,5.5,4.85,1.3,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 18,1.2,5.5,3.35,4.3,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,1.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 19,2.4,6,4.2,3.6,Silt,Fine,ML,No,Yes,No visible ice,0,Nbn,Smooth,Rolling,1.5,Clay/silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
GSC4 - 36,5.2,6.1,5.65,0.9,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
GSC4 - 36,0,2.4,1.2,2.4,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
GSC4 - 36,6.1,8,7.05,1.9,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
GSC4 - 40,0,2.4,1.2,2.4,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
GSC4 - 49,2.4,3.5,2.95,1.1,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 49,3.5,6,4.75,2.5,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 49,1.5,2.4,1.95,0.9,Silt,Fine,ML,No,Yes,Low,8,Nbe,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 55,1.9,3.7,2.8,1.8,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 55,3.7,6,4.85,2.3,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 7,3.1,6.1,4.6,3.1,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 8,0.2,1.5,0.85,1.3,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 9,3.1,4.6,3.85,1.5,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 9,4.6,5.2,4.9,0.6,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - P4,0,3.1,1.55,3.1,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - P4,6.1,7.1,6.6,1,Silt,Fine,ML,No,Yes,Low,8,,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - P4,3.4,6.1,4.75,2.8,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - P4,7.1,7.6,7.35,0.5,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
I401A - 20,1.1,2.6,1.85,1.5,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
I401A - 33,0,3.1,1.55,3.1,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
I401A - 43,1.5,2.1,1.8,0.6,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 43,0,1.5,0.75,1.5,Silt,Fine,ML,No,Yes,Low,8,Nbe,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 43,2.1,3,2.55,0.9,Silt,Fine,ML,No,Yes,Medium to high,45,,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 52,0,1.1,0.55,1.1,Silt,Fine,ML,No,Yes,No visible ice,0,Nbn/Nf,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 59,0,3,1.5,3,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 60,3,4.6,3.8,1.6,Silt,Fine,ML,No,Yes,Medium to high,45,,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 61,0,1.1,0.55,1.1,Silt,Fine,ML,No,Yes,Low,8,Nbe,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 61,1.4,4.6,3,3.2,Silt,Fine,ML,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 61,1.1,1.4,1.25,0.3,Silt,Fine,ML,No,Yes,Medium to high,45,Vs,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
PW12 - 56A,0,1.5,0.75,1.5,Silt,Fine,ML,No,Yes,Medium to high,45,Vx/Vr,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 67,0.1,2.6,1.35,2.5,Silt,Fine,MH,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 68,0.1,1.1,0.6,1,Silt,Fine,MH,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 69,0.1,1.1,0.6,1,Silt,Fine,MH,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 70,0.1,2.6,1.35,2.5,Silt,Fine,MH,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P3,0.6,1.5,1.05,0.9,Silt,Fine,MH,No,Yes,Low,8,Nbe,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW13 - P1,0,2.3,1.15,2.3,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
PW13 - P3,0,3.4,1.7,3.4,Silt,Fine,ML,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Silt,Colluvial,None,2,Glaciolacustrine,3,
PW17 - P7,0,0.8,0.4,0.8,Silt,Fine,MH,No,Yes,Medium to high,45,Vx/Vc,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
PW17 - P7,0.8,2.4,1.6,1.7,Silt,Fine,MH,No,Yes,Medium to high,45,,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
PW6 - P5,0.9,2.1,1.5,1.2,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
PW6 - P5,0,0.9,0.45,0.9,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
PW9 - P6,1.8,3,2.4,1.2,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
PW9 - P6,9.1,9.8,9.45,0.6,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
PW9 - P6,4.6,6.1,5.35,1.5,Silt,Fine,ML,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-AH90.3N,2.3,2.8,2.55,0.5,Silt,Fine,,No,Yes,Low,8,,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-AH90.3N,2.8,3.8,3.3,1,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-AH90.3N,4.3,5.8,5.05,1.5,Silt,Fine,,No,Yes,Low,8,,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CR17aS,2.4,3.1,2.75,0.7,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
W14103137-CR18N,1.8,2.6,2.2,0.8,Silt,Fine,,No,Yes,High,87,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
W14103137-CR31N,0.15,0.45,0.3,0.3,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river
W14103137-CR31N,1.6,2.5,2.05,0.9,Silt,Fine,,No,Yes,Low,8,Vx/Vr,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river
W14103137-CR31N,3.2,3.8,3.5,0.6,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river
W14103137-CR31N,2.5,3,2.75,0.5,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river
W14103137-CR35aN,0.15,1.8,0.975,1.65,Silt,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CR35aN,2,6.8,4.4,4.8,Silt,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CR35aS,0.6,1.25,0.925,0.65,Silt,Fine,,No,Yes,Low,8,Nbe,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
W14103137-CR35aS,12.5,14,13.25,1.5,Silt,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
W14103137-CR35aS,1.25,1.4,1.325,0.15,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
W14103137-CR3N,2.8,2.9,2.85,0.1,Silt,Fine,,No,Yes,Medium to high,45,Vs,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3N,2.9,3.9,3.4,1,Silt,Fine,,No,Yes,High,87,,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,10,10.25,10.125,0.25,Silt,Fine,,No,Yes,Low,8,Vx,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,10.25,10.8,10.525,0.55,Silt,Fine,,No,Yes,Low,8,Vs,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,5.8,6.1,5.95,0.3,Silt,Fine,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,6.1,6.6,6.35,0.5,Silt,Fine,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,7.6,9.5,8.55,1.9,Silt,Fine,,No,Yes,Low,8,Vx,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
