Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
GSC4 - 18,0,1.2,0.6,1.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 19,0,1.5,0.75,1.5,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,1.5,Clay/silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
GSC4 - 49,0,1.5,0.75,1.5,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 55,0,0.9,0.45,0.9,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 6,0,0.3,0.15,0.3,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 7,0,1.2,0.6,1.2,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Smooth,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 8,0,0.2,0.1,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 9,0,1.3,0.65,1.3,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 18,2.1,3.7,2.9,1.5,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
PW10 - 8,0.2,1.4,0.8,1.2,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW12 - P3,0,0.6,0.3,0.6,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW13 - 58,0,0.2,0.1,0.2,Organics,Organics,TOPSOIL,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Till blanket,None,2,Glaciolacustrine,3,
PW6 - P21,0,0.3,0.15,0.3,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
PW6 - P6,0,0.2,0.1,0.2,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vc,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
PW9 - P6,0.2,1.8,1,1.7,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
PW9 - P8,0,1.5,0.75,1.5,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-AH48.9N,0,0.6,0.3,0.6,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,,Smooth,Undulating,0.6,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
W14103137-AH48.9S,0,0.6,0.3,0.6,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
W14103137-AH48.9S,0.6,1.5,1.05,0.9,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
W14103137-AH90.3N,0.3,0.6,0.45,0.3,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-AH90.3N,1.8,2.3,2.05,0.5,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-AH90.3N,0.6,1.8,1.2,1.2,Organics,Organics,ORGANICS,No,Yes,Low,8,,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CR15N,0,1.2,0.6,1.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-CR15S,1.2,2,1.6,0.8,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vr,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-CR15S,0,1.2,0.6,1.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-CR17aS,0.1,1.2,0.65,1.1,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx/Vs,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
W14103137-CR17aS,1.2,2.4,1.8,1.2,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
W14103137-CR18N,0,1.8,0.9,1.8,Organics,Organics,PEAT,No,Yes,Low,8,,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
W14103137-CR18S,0,1.8,0.9,1.8,Organics,Organics,PEAT,No,Yes,High,87,,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
W14103137-CR21N,1.3,1.5,1.4,0.2,Organics,Organics,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,
W14103137-CR21N,0.8,1.3,1.05,0.5,Organics,Organics,,No,Yes,Low,8,Vs,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,
W14103137-CR23aS,0,0.4,0.2,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
W14103137-CR35aN,1.8,2,1.9,0.2,Organics,Organics,PEAT,No,Yes,High,87,,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CR3N,0.4,0.5,0.45,0.1,Organics,Organics,PEAT,No,Yes,Low,8,Nbe,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3N,1.4,2.8,2.1,1.4,Organics,Organics,PEAT,No,Yes,High,87,,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3N,1.15,1.4,1.275,0.25,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs/Vr,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3N,0.5,1.15,0.825,0.65,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vr,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,1.7,1.9,1.8,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,2.1,2.2,2.15,0.1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Nbe,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,0,0.5,0.25,0.5,Organics,Organics,PEAT,No,Yes,Low,8,Vx/Nbe,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4N,1.2,1.8,1.5,0.6,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4N,0.6,1,0.8,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vr,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4N,0.2,0.6,0.4,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4S,2.1,3.2,2.65,1.1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4S,1.2,1.6,1.4,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4S,0.3,0.5,0.4,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR8N,1,2.4,1.7,1.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Vr,Rugged,Undulating,0.2,Sand/silt,Hummocky,Organics,3,Glaciolacustrine,1,By a stream
W14103137-CR8S,0.6,1.3,0.95,0.7,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
W14103137-CR8S,1.7,2.1,1.9,0.4,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
W14103137-CR8S,4.9,5.4,5.15,0.5,Organics,Organics,PEAT,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
W14103137-CRA12S,0.3,0.95,0.625,0.65,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,0.95,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CRA3N,2.3,2.4,2.35,0.1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CRA3N,0.1,1.4,0.75,1.3,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Vr,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CRA3N,1.4,2.3,1.85,0.9,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
170-1-17,0.6,2.3,1.45,1.7,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
170-1-18,5.5,6.9,6.2,1.4,Sand,Coarse,SM,No,Yes,High,87,,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
170-1-37,0.6,2.1,1.35,1.5,Sand,Coarse,SM-SC,No,Yes,Low,8,Nf,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
170-1-37,2.1,3.5,2.8,1.4,Sand,Coarse,SM-SC,No,Yes,No visible ice,0,Nf,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
172-2-2,4,4.9,4.45,0.9,Sand,Coarse,,No,Yes,Low,8,"Vx, Vc",Smooth,Flat,0.1,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
172-2-4,2.1,4,3.05,1.9,Sand,Coarse,,No,Yes,Medium to high,45,,Smooth,Undulating,0,Silt/sand,Glaciolacustrine,None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
172-2-4,5.2,6.9,6.05,1.7,Sand,Coarse,,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciolacustrine,None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
172-2-6,1.2,1.9,1.55,0.7,Sand,Coarse,,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciolacustrine,None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
174-60,5.8,6.1,5.95,0.3,Sand,Coarse,SC,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
174-60,3,3.3,3.15,0.3,Sand,Coarse,SC,No,Yes,Low,8,Nbn,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
177 South - 3,5.6,6.1,5.85,0.5,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
177 South - 5,1.5,2.2,1.85,0.7,Sand,Coarse,SC,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
19A-01,1.5,3,2.25,1.5,Sand,Coarse,SC,No,Yes,Medium to high,45,Nf,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
19A-01,4.6,6.1,5.35,1.5,Sand,Coarse,SC,No,Yes,Medium to high,45,,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
19A-01,3,4.6,3.8,1.6,Sand,Coarse,SC,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
19A-03,3,6.1,4.55,3.1,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
19A-04,6.9,7.4,7.15,0.5,Sand,Coarse,SM,No,Yes,Low,8,Vc,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-04,9.1,9.9,9.5,0.8,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-04,4.6,6.9,5.75,2.3,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-04,7.4,8,7.7,0.6,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-04,3,4,3.5,1,Sand,Coarse,SM,No,Yes,Low,8,,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-04,4,4.6,4.3,0.6,Sand,Coarse,SM,No,Yes,Medium to high,45,,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-04,8,9.1,8.55,1.1,Sand,Coarse,SM,No,Yes,Low,8,Vc,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-04,9.9,10.7,10.3,0.8,Sand,Coarse,SM,No,Yes,Low,8,Vc,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-09,1.5,3.7,2.6,2.2,Sand,Coarse,SM,No,Yes,Medium to high,45,Nf,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-09,4.6,6.1,5.35,1.5,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-11,1.8,3,2.4,1.2,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
2.45-1-12,2.1,3.1,2.6,1,Sand,Coarse,,No,Yes,No visible ice,0,,Moderately rugged,Undulating,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
2.45-1-4,1.7,2.4,2.05,0.7,Sand,Coarse,,No,Yes,Low,8,Vx,Smooth,Rolling,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
307-12-3,4.6,6.1,5.35,1.5,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-7-1,1.8,2.7,2.25,0.9,Sand,Coarse,SM,No,Yes,Medium to high,45,,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-7-6,0.9,2.3,1.6,1.4,Sand,Coarse,SM,No,Yes,Low,8,Vs,Moderately rugged,Flat,0.2,Silt/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-7-9,5.5,8.2,6.85,2.7,Sand,Coarse,SM,No,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-8-8,7.9,10,8.95,2.1,Sand,Coarse,SM-SC,No,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
309-29,1.2,1.5,1.35,0.3,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-29,8,11.6,9.8,3.6,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-29,7.4,8,7.7,0.6,Sand,Coarse,SM,No,Yes,Low,8,,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-51,1.5,3,2.25,1.5,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
312-04,8.5,10.7,9.6,2.2,Sand,Coarse,SC,No,Yes,Medium to high,45,Nbn,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-08,6.1,7.5,6.8,1.4,Sand,Coarse,SC,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
312-08,1.5,4.6,3.05,3.1,Sand,Coarse,SC,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
312-08,7.5,9.1,8.3,1.6,Sand,Coarse,SC,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
312-08,4.6,6.1,5.35,1.5,Sand,Coarse,SC,No,Yes,Low,8,Vc,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
312-12,6.1,7.6,6.85,1.5,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
312-12,7.6,9.1,8.35,1.5,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
312-16,2.4,3.4,2.9,1,Sand,Coarse,SM,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
312-18,1.5,2.7,2.1,1.2,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
312-18,2.7,3.8,3.25,1.1,Sand,Coarse,SC,No,Yes,Low,8,Vx/Nf,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
312-23,4,4.6,4.3,0.6,Sand,Coarse,SM,No,Yes,Low,8,Nf,Smooth,Undulating,0.1,Clay/sand,Alluvial,Organics,3,Glaciolacustrine,1,Near braided river system
312-23,1.8,2.7,2.25,0.9,Sand,Coarse,SM,No,Yes,Medium to high,45,Nbn,Smooth,Undulating,0.1,Clay/sand,Alluvial,Organics,3,Glaciolacustrine,1,Near braided river system
325-1-11,6.9,8.8,7.85,1.9,Sand,Coarse,SM,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-11,1.2,6.9,4.05,5.7,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-13,1.4,5.5,3.45,4.1,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-14,2.4,7.5,4.95,5.1,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-16,0.9,4.9,2.9,4,Sand,Coarse,SM,Yes,Yes,No visible ice,0,,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-23,0.6,6.9,3.75,6.3,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-25,2.1,4.3,3.2,2.2,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-25,5.6,7,6.3,1.4,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-26,1.2,5.6,3.4,4.4,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-27,5.8,7,6.4,1.2,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-27,0.9,2.9,1.9,2,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-28,1.4,2.7,2.05,1.3,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-29,1.1,2.4,1.75,1.3,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-39,5.8,7.3,6.55,1.5,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-40,7.3,8.5,7.9,1.2,Sand,Coarse,SM,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-6,3.2,7.9,5.55,4.7,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-7,2.7,4.9,3.8,2.2,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-7,8.7,9.2,8.95,0.5,Sand,Coarse,SM-SC,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-9,7.2,8.5,7.85,1.3,Sand,Coarse,SM-SC,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
AH109.6C,7.5,8.1,7.8,0.6,Sand,Coarse,NA,No,Yes,Medium to high,45,Vx,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6C,8.1,9.4,8.75,1.3,Sand,Coarse,NA,No,Yes,Low,8,Vx,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6N,5.2,5.7,5.45,0.5,Sand,Coarse,NA,No,Yes,Low,8,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6S,4,5.8,4.9,1.8,Sand,Coarse,NA,No,Yes,Medium to high,45,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH112.2C,7.8,10.4,9.1,2.7,Sand,Coarse,NA,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
