Borehole ID,VRM,Slope,Organic cover (m),Mineral soil (logs; first 3 m),Surficial materials (Rampton 1987 map),Holocene deposits,Holocene conf,Deposit.type,Deposit.type.conf,Notes
PW10 - 22,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 26,Rugged,Undulating,0.2,Sand/clay,Hummocky,Organics,3,Glaciofluvial,2,
PW10 - 28,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 30,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 33,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
PW10 - 6,Smooth,Flat,0.2,Sand,Hummocky,Organics,3,Glaciofluvial,3,
PW10 - 8,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - P1,Smooth,Undulating,0,Sand,Hummocky,None,2,Glaciofluvial,3,
PW10 - P2,Rugged,Flat,0,Sand,Hummocky,None,2,Glaciofluvial,3,
PW10 - P3,Smooth,Undulating,0,Sand,Hummocky,None,2,Glaciofluvial,3,
PW10 - P4,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
PW10 - P5,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,
PW11 - 10,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,
PW11 - 12,Smooth,Undulating,0.1,Sand,Hummocky,Organics,3,Glaciofluvial,3,Adjacent to esker
PW11 - 14,Smooth,Flat,0.1,Sand,Hummocky,Organics,3,Glaciofluvial,3,Adjacent to esker
PW11 - 16,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 17,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 18,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 19,Smooth,Undulating,0.5,Sand,Hummocky,Organics,3,Glaciofluvial,3,
PW11 - 22,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - 5,Rugged,Rolling,0.1,Sand,Hummocky,Organics,3,Glaciofluvial,3,
PW11 - 6,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 8,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW11 - 9,Smooth,Undulating,0,Till/clay,Hummocky,Colluvial,2,Moraine,2,
PW11 - P1,Rugged,Undulating,0,Sand,Hummocky,None,2,Glaciofluvial,3,
PW11 - P2,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW11 - P3,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciofluvial,3,Adjacent to esker
PW11 - P4,Smooth,Undulating,0,Sand,Hummocky,None,2,Glaciofluvial,3,Adjacent to esker
PW12 - 12,Smooth,Flat,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 19,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 25,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 31,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 32,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 34,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 43,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 48,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 55,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 56A,Smooth,Flat,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 57,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 58,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 60,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 67,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 68,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 69,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 70,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 71,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - 72,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P1,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P2,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P3,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P4,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW12 - P5,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near river and thermokarst lakes
PW13 - 21,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW13 - 33,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
PW13 - 58,Smooth,Undulating,0.2,Clay,Till blanket,None,2,Glaciolacustrine,3,
PW13 - 61,Smooth,Undulating,0,Clay,Till blanket,None,2,Glaciolacustrine,3,
PW13 - P1,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
PW13 - P2,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW13 - P3,Smooth,Undulating,0,Silt,Colluvial,None,2,Glaciolacustrine,3,
PW13 - P4,Smooth,Undulating,0,Clay,Till blanket,None,2,Glaciolacustrine,3,
PW13 - P5,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW13 - P6,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW17 - 22,Smooth,Rolling,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
PW17 - P1,Smooth,Undulating,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
PW17 - P4,Smooth,Undulating,0.6,Clay,Colluvial,Organics,3,Glaciolacustrine,3,
PW17 - P5,Smooth,Rolling,0,Clay,Colluvial,None,2,Glaciolacustrine,3,
PW17 - P6,Moderately rugged,Rolling,0,None,Colluvial,None,2,Glaciolacustrine,2,Only ice. Assigned glaciolacustrine based on surrounding boreholes and ice at the surface is assumed to be wedge ice.
PW17 - P7,Smooth,Rolling,0,Silt/clay,Colluvial,None,2,Glaciolacustrine,3,
PW18 - P1,Smooth,Flat,0,Gravel/sand/clay,Colluvial,None,2,Glaciofluvial,2,Near thaw slump
PW18 - P2,Moderately rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,Near thaw slump
PW18 - P4,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Near thaw slump
PW18 - P5,Smooth,Undulating,0,Sand,Hummocky,None,2,Glaciofluvial,3,Near thaw slump
PW6 - P19,Smooth,Rolling,0,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
PW6 - P21,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
PW6 - P3,Smooth,Rolling,0,Sand,Hummocky,None,2,Glaciofluvial,3,Outide of LiDAR DEM range
PW6 - P4,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
PW6 - P5,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
PW6 - P6,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
PW9 - P1,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW9 - P2,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
PW9 - P3,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW9 - P4,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
PW9 - P5,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
PW9 - P6,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
PW9 - P7,Smooth,Undulating,0,Sand,Hummocky,None,2,Glaciofluvial,3,
PW9 - P8,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-AH117.8C,Smooth,Rolling,1.5,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,Near ice wedge polygons and thermokarst lakes
W14103137-AH117.8N,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
W14103137-AH117.8S,Smooth,Undulating,0.2,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near ice wedge polygons and thermokarst lakes
W14103137-AH18.15C,Smooth,Undulating,0.2,Gravel/ice,Hummocky,Organics,3,Glaciofluvial,2,
W14103137-AH18.15N,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-AH18.15S,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
W14103137-AH48.9C,Smooth,Undulating,1.5,Sand/silt,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,
W14103137-AH48.9N,Smooth,Undulating,0.6,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
W14103137-AH48.9S,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
W14103137-AH90.3C,Smooth,Rolling,2.4,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Within ice wedge polygons
W14103137-AH90.3N,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-AH90.3S,Smooth,Undulating,2.1,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Within ice wedge polygons
W14103137-CR15N,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-CR15S,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
W14103137-CR17aN,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
W14103137-CR17aS,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
W14103137-CR18N,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
W14103137-CR18S,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
W14103137-CR21N,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,
W14103137-CR21S,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
W14103137-CR23aN,Rugged,Undulating,0.6,Sand/till,Colluvial,Organics,3,Glaciofluvial,3,
W14103137-CR23aS,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
W14103137-CR30a1,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a3,Moderately rugged,Rolling,0.1,Silt/gravel/sand,Glaciofluvial (outwash),Organics,3,Glaciofluvial,3,Near river
W14103137-CR30a3a,Rugged,Undulating,1.1,Sand/gravel,Glaciofluvial (outwash),Organics,3,Glaciofluvial,3,Near river
W14103137-CR30a4,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river
W14103137-CR31N,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river
W14103137-CR31S,Rugged,Flat,0.3,Silt/sand/gravel,Lacustrine,Lacustrine,2,Glaciofluvial,2,Near river
W14103137-CR35aN,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CR35aS,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
W14103137-CR3N,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR3S,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4N,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR4S,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
W14103137-CR8N,Rugged,Undulating,0.2,Sand/silt,Hummocky,Organics,3,Glaciolacustrine,1,By a stream
W14103137-CR8S,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
W14103137-CRA12N,Smooth,Undulating,0.75,Sand,Hummocky,Organics,3,Glaciofluvial,3,Near ice wedge polygons
W14103137-CRA12S,Smooth,Undulating,0.95,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CRA3N,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
W14103137-CRA3S,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
W14103137-S6-BH01,Smooth,Undulating,0.2,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH02,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH03,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH04,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
W14103137-S6-BH05,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
W14103137-S6-BH06,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
W14103137-S6-BH07,Smooth,Undulating,0.1,Sand/clay,Colluvial,Organics,3,Glaciofluvial,2,Outide of LiDAR DEM range
W14103137-S6-BH08,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
W14103137-S6-BH09,Smooth,Undulating,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Outide of LiDAR DEM range
W14103137-S6-BH10,Smooth,Rolling,0.1,Gravel,Colluvial,Organics,3,Glaciofluvial,3,Outide of LiDAR DEM range
W14103137-S6-BH11,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH12,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH13,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH14,Smooth,Undulating,0.1,Silt/Clay,Colluvial,Organics,3,Glaciolacustrine,2,
W14103137-S6-BH15,Smooth,Rolling,0,Till,Colluvial,None,2,Moraine,3,
W14103137-S6-BH16,Smooth,Rolling,0.1,Till,Colluvial,Organics,3,Moraine,3,
