,Borehole.ID,Top.depth,Bottom.depth,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
93,170-1-8,2.3,5.8,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
107,172-2-2,4,4.9,Sand,,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
111,172-2-4,5.2,6.9,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciolacustrine,None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
112,172-2-4,2.1,4,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciolacustrine,None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
118,172-2-6,1.2,1.9,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciolacustrine,None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
133,174-02,1.8,3.5,Sand,SM,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,1,Near ice wedge polygons and thermokarst lakes
329,174-54,0.6,1,Sand,SC,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,
352,174-60,3,3.3,Sand,SC,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
360,174-60,5.8,6.1,Sand,SC,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
377,177 South - 3,5.6,6.1,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
383,177 South - 5,1.5,2.2,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
397,19A-01,4.6,6.1,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
398,19A-01,1.5,3,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
401,19A-01,3,4.6,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
409,19A-03,3,6.1,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
413,19A-04,7.4,8,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
414,19A-04,4.6,6.9,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
415,19A-04,8,9.1,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
416,19A-04,6.9,7.4,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
417,19A-04,4,4.6,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
418,19A-04,9.9,10.7,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
420,19A-04,3,4,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
422,19A-04,9.1,9.9,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
447,19A-09,1.5,3.7,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
448,19A-09,4.6,6.1,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
456,19A-11,1.8,3,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
471,2.45-1-12,2.1,3.1,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
514,2.45-1-4,1.7,2.4,Sand,,No,Yes,,,0,0,0,Smooth,Rolling,0.15,Silt/sand,Hummocky,Organics,3,Glaciolacustrine,2,Near a river and thermokarst lakes
544,307-12-3,4.6,6.1,Sand,SM,No,Yes,,,0,0,0,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
564,307-7-1,1.8,2.7,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
587,307-7-5,2.3,2.6,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
591,307-7-6,0.9,2.3,Sand,SM,No,Yes,,,0,0,0,Moderately rugged,Flat,0.2,Silt/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
601,307-7-9,5.5,8.2,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
632,307-8-8,7.9,10,Sand,SM-SC,No,Yes,,,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
772,309-29,8,11.6,Sand,SM,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
774,309-29,7.4,8,Sand,SM,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
777,309-29,1.2,1.5,Sand,SM,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
872,309-51,1.5,3,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
893,312-04,8.5,10.7,Sand,SC,No,Yes,,,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
912,312-08,1.5,4.6,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
913,312-08,6.1,7.5,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
914,312-08,7.5,9.1,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
915,312-08,4.6,6.1,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
937,312-12,7.6,9.1,Sand,SM,No,Yes,,,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
940,312-12,6.1,7.6,Sand,SM,No,Yes,,,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
957,312-15,1.5,2.4,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
963,312-16,2.4,3.4,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
976,312-18,1.5,2.7,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
978,312-18,2.7,3.8,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
988,312-20,3,4,Sand,SC,No,Yes,,,0,0,0,Smooth,Flat,0.2,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
989,312-20,4,6.1,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.2,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
994,312-22,5,6.1,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
999,312-23,4,4.6,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay/sand,Alluvial,Organics,3,Glaciolacustrine,1,Near braided river system
1002,312-23,1.8,2.7,Sand,SM,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay/sand,Alluvial,Organics,3,Glaciolacustrine,1,Near braided river system
1043,325-1-11,6.9,8.8,Sand,SM,Yes,Yes,,,0,0,0,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1044,325-1-11,1.2,6.9,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1049,325-1-13,1.4,5.5,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1054,325-1-14,2.4,7.5,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1064,325-1-16,0.9,4.9,Sand,SM,Yes,Yes,,,0,0,0,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1083,325-1-23,0.6,6.9,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1084,325-1-25,2.1,4.3,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1088,325-1-25,5.6,7,Sand,SM,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1091,325-1-26,1.2,5.6,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1093,325-1-27,5.8,7,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1096,325-1-27,0.9,2.9,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1099,325-1-28,1.4,2.7,Sand,SM,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1102,325-1-29,1.1,2.4,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1142,325-1-39,5.8,7.3,Sand,SM,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
1149,325-1-40,7.3,8.5,Sand,SM,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
1157,325-1-6,3.2,7.9,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
1159,325-1-7,8.7,9.2,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
1161,325-1-7,2.7,4.9,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
1164,325-1-9,7.2,8.5,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
1177,AH109.6C,7.5,8.1,Sand,NA,No,Yes,,,0,0,0,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1178,AH109.6C,8.1,9.4,Sand,NA,No,Yes,,,0,0,0,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1180,AH109.6N,5.2,5.7,Sand,NA,No,Yes,,,0,0,0,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1187,AH109.6S,4,5.8,Sand,NA,No,Yes,,,0,0,0,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1191,AH112.2C,7.8,10.4,Sand,NA,No,Yes,,,0,0,0,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
1197,AH112.2C,0,1,Sand,NA,No,Yes,,,0,0,0,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
1200,AH112.2N,5.2,6,Sand,NA,No,Yes,,,0,0,0,Smooth,Flat,0.1,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
1203,AH112.2S,5.2,6.1,Sand,NA,No,Yes,,,0,0,0,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
1277,ENG.YARC03097-01//HUS_Slump (NTGS 17),9.1,10.5,Sand,SP,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
1285,ENG.YARC03097-01//I401A_Upper (NTGS 16),0,0.5,Sand,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,3,Reworked rolling hills
1375,ENG.YARC03097-01//TUK_H (NTGS 10),4.6,5.4,Sand,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1382,ENG.YARC03097-01//TUK_H (NTGS 10),5.4,5.6,Sand,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1409,GSC1A - P2,1.2,2.1,Sand,SC,No,Yes,,,0,0,0,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
1436,GSC3 - 16,11.3,11.6,Sand,SC,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
1442,GSC3 - 16,8.7,11.3,Sand,SC,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
1445,GSC3 - 16,7.6,8.7,Sand,SC,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
1446,GSC3 - 16,11.6,12.2,Sand,SC,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
1467,GSC3 - 24,4.9,6.6,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
1579,GSC4 - 40,3,5.2,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
1584,GSC4 - 44,9.1,10.7,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
1586,GSC4 - 44,4,5.2,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
1587,GSC4 - 44,5.2,9.1,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
1648,I401A - 13,4.7,11.9,Sand,SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1649,I401A - 13,3.4,4.7,Sand,SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1655,I401A - 20,4.1,4.7,Sand,SM,No,Yes,,,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1657,I401A - 20,4.7,5.6,Sand,SM,No,Yes,,,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1697,I401A - 33,3.1,4.4,Sand,SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
1704,I401A - 35,0,0.5,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1737,I401A - 49,2.6,4.1,Sand,SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1741,I401A - 49,0,1.1,Sand,SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1749,I401A - 52,5.6,10.2,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1774,I401A - 57,6.1,7.6,Sand,SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1777,I401A - 59,3,5.8,Sand,SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1783,I401A - 60,6.7,10.7,Sand,SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1785,I401A - 61,4.6,6.1,Sand,SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1799,I401A - 68,0,1.8,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1824,I401A - P3,8.2,9.3,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1825,I401A - P3,3.7,8.2,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1826,I401A - P3,0,2.1,Sand,SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1857,I401A - P9,6.7,7.5,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Colluvial,Colluvial,1,Moraine,3,
1858,I401A - P9,7.5,7.6,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Colluvial,Colluvial,1,Moraine,3,
1862,KP7 - P1,9.8,15.2,Sand,SC-SM,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1888,PW10 - 12,1.8,3.1,Sand,SC,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
1892,PW10 - 14,3.1,10.7,Sand,SC,No,Yes,,,0,0,0,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1904,PW10 - 18,8,10.7,Sand,SC,No,Yes,,,0,0,0,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
1929,PW10 - 30,7.9,10.7,Sand,SC,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1934,PW10 - 33,1.5,2.7,Sand,SC,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
1945,PW10 - 8,5,10.7,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1959,PW10 - P4,3.1,7.6,Sand,SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Hummocky,Colluvial,2,Glaciolacustrine,3,
1963,PW10 - P5,0,1.5,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,
1964,PW10 - P5,3.1,4,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,
1967,PW11 - 10,2.7,5.3,Sand,SC,No,Yes,,,0,0,0,Smooth,Rolling,0,Clay/sand,Hummocky,None,2,Glaciolacustrine,2,
1977,PW11 - 16,1.8,3.8,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
2149,PW13 - P3,8,9.1,Sand,SC-SM,No,Yes,,,0,0,0,Smooth,Undulating,0,Silt,Colluvial,None,2,Glaciolacustrine,3,
2183,PW18 - P2,0,1.5,Sand,SC,No,Yes,,,0,0,0,Moderately rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,Near thaw slump
2217,PW6 - P5,8,8.5,Sand,SM,No,Yes,,,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
2218,PW6 - P5,4.4,8,Sand,SM,No,Yes,,,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
2221,PW6 - P5,2.1,3.7,Sand,SM,No,Yes,,,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
2222,PW6 - P5,3.7,4.4,Sand,SM,No,Yes,,,0,0,0,Smooth,Rolling,0,Silt/sand,Hummocky,None,2,Glaciolacustrine,2,Outide of LiDAR DEM range
2228,PW9 - P1,4.6,6.1,Sand,SC-SM,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
2231,PW9 - P1,3,4.6,Sand,SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
2287,W14103137-AH117.8N,3.6,6.1,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
2305,W14103137-AH18.15N,3.5,4.9,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2343,W14103137-AH90.3N,3.8,4.3,Sand,,No,Yes,,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2451,W14103137-CR23aS,8.2,12,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2458,W14103137-CR23aS,4.3,7.6,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2460,W14103137-CR23aS,0.6,1.05,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2461,W14103137-CR23aS,12,12.55,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2462,W14103137-CR23aS,15.25,18.3,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2463,W14103137-CR23aS,7.6,8.2,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2464,W14103137-CR23aS,18.3,21.3,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2466,W14103137-CR23aS,12.7,15.25,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2467,W14103137-CR23aS,4.2,4.3,Sand,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2471,W14103137-CR30a1,0,1.35,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
2472,W14103137-CR30a1,5.9,21,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
2473,W14103137-CR30a1,5.2,5.9,Sand,,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
2475,W14103137-CR30a2,20.1,20.7,Sand,,No,Yes,,,0,0,0,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
2477,W14103137-CR30a2,12.7,13.4,Sand,,No,Yes,,,0,0,0,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
