,Borehole.ID,Top.depth,Bottom.depth,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
2605,W14103137-CR4N,2.5,3,Ice,,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2613,W14103137-CR4S,3.2,3.4,Ice,,No,Yes,Pure ice,,70,85,100,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2638,W14103137-CR8S,0,0.6,Ice,,No,Yes,Pure ice,,70,85,100,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
2671,W14103137-CRA3N,2.4,2.55,Ice,,No,Yes,Pure ice,,70,85,100,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2708,W14103137-S6-BH02,8.2,8.4,Ice,,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
2794,W14103137-S6-BH11,3.9,4.2,Ice,,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
87,170-1-5,2.4,7.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.5,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
156,174-07,0,0.1,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,0.1,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
457,19A-11,0,0.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
480,2.45-1-15,2.1,3.7,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,1.6,None,Hummocky,Organics,3,Glaciolacustrine,1,Near a river and thermokarst lakes
482,2.45-1-15,0.15,2.1,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,1.6,None,Hummocky,Organics,3,Glaciolacustrine,1,Near a river and thermokarst lakes
584,307-7-4,0,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
835,309-41,0.2,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
873,309-51,0.1,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
911,312-07a,0.2,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Alluvial,Organics,3,Moraine,2,
938,312-12,0,1.5,Organics,ORGANICS,No,Yes,,,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
977,312-18,0.2,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
1018,312-27,0.9,1.1,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
1019,312-27,1.2,1.5,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
1020,312-27,1.1,1.2,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
1021,312-27,0.2,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
1022,312-27,0.6,0.9,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
1125,325-1-34,0,0.3,Organics,ORGANICS,Yes,Yes,,,0,0,0,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
1168,AH109.6C,0.3,1.9,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1170,AH109.6C,2.6,3.4,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1171,AH109.6C,1.9,2.6,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1173,AH109.6C,3.4,5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1182,AH109.6N,1.3,3,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1183,AH109.6N,0.6,1.3,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1185,AH109.6S,3.3,4,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1186,AH109.6S,0.2,0.6,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1190,AH109.6S,4,4.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
1202,AH112.2S,0,0.3,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
1213,ENG.YARC03097-01//177_Pond (NTGS 12),0.9,1.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
1217,ENG.YARC03097-01//177_Pond (NTGS 12),0.2,0.9,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
1219,ENG.YARC03097-01//177_Pond (NTGS 12),0,0.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
1231,ENG.YARC03097-01//Gunghi BH-01,3,3.1,Organics,ORGANICS,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1249,ENG.YARC03097-01//HUS_H (NTGS 7),0.4,0.9,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1250,ENG.YARC03097-01//HUS_H (NTGS 7),0.1,0.4,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1253,ENG.YARC03097-01//HUS_H (NTGS 7),0,0.1,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1255,ENG.YARC03097-01//HUS_P (NTGS 8),0,0.9,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1256,ENG.YARC03097-01//HUS_P (NTGS 8),2.9,3.7,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1258,ENG.YARC03097-01//HUS_P (NTGS 8),3.7,4.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1259,ENG.YARC03097-01//HUS_P (NTGS 8),0.9,1.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1260,ENG.YARC03097-01//HUS_P (NTGS 8),1.5,2.9,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1261,ENG.YARC03097-01//HUS_P (NTGS 8),4.5,5.4,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1263,ENG.YARC03097-01//HUS_R (NTGS 9),0,1.2,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
1264,ENG.YARC03097-01//HUS_R (NTGS 9),4,5.4,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
1265,ENG.YARC03097-01//HUS_R (NTGS 9),1.8,4,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
1267,ENG.YARC03097-01//HUS_R (NTGS 9),1.2,1.8,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
1268,ENG.YARC03097-01//HUS_Slump (NTGS 17),0,0.5,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
1299,ENG.YARC03097-01//INU_H (NTGS 2),0.2,1.5,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1303,ENG.YARC03097-01//INU_P (NTGS 1),2.8,3,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1309,ENG.YARC03097-01//INU_P (NTGS 1),0.2,2.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1310,ENG.YARC03097-01//INU_R (NTGS 3),8.5,10,Organics,ORGANICS,No,Yes,,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1313,ENG.YARC03097-01//INU_R (NTGS 3),0,0.8,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1315,ENG.YARC03097-01//INU_R (NTGS 3),0.8,2.8,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1348,ENG.YARC03097-01//ITH-09,1.5,2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
1351,ENG.YARC03097-01//ITH-10,4.6,5,Organics,ORGANICS,No,Yes,,,0,0,0,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
1359,ENG.YARC03097-01//ITH-12,2.74,3.05,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
1369,ENG.YARC03097-01//TUK_H (NTGS 10),0,0.2,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1384,ENG.YARC03097-01//TVC_H (NTGS 5),1.2,1.4,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
1391,ENG.YARC03097-01//TVC_H (NTGS 5),1.4,2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
1393,ENG.YARC03097-01//TVC_P (NTGS 4),2.6,4.1,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1398,ENG.YARC03097-01//TVC_P (NTGS 4),0,1.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1399,ENG.YARC03097-01//TVC_P (NTGS 4),1.2,2.6,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1401,ENG.YARC03097-01//TVC_R (NTGS 6),0,0.9,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1404,ENG.YARC03097-01//TVC_R (NTGS 6),1,1.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
1487,GSC3 - 31,0,0.8,Organics,TOPSOIL,No,Yes,,,0,0,0,Smooth,Undulating,0.8,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
1533,GSC4 - 14,0.3,1.8,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1539,GSC4 - 14,0,0.3,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1541,GSC4 - 15,0,0.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1544,GSC4 - 15,0.2,1.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1546,GSC4 - 16,0,1.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1550,GSC4 - 18,0,1.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1552,GSC4 - 19,0,1.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,1.5,Clay/silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
1591,GSC4 - 49,0,1.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1600,GSC4 - 55,0,0.9,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1602,GSC4 - 6,0,0.3,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1606,GSC4 - 7,0,1.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1607,GSC4 - 8,0,0.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
1614,GSC4 - 9,0,1.3,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1900,PW10 - 18,2.1,3.7,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
1944,PW10 - 8,0.2,1.4,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2111,PW12 - P3,0,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,0.6,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
2131,PW13 - 58,0,0.2,Organics,TOPSOIL,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Clay,Till blanket,None,2,Glaciolacustrine,3,
2202,PW6 - P21,0,0.3,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Rolling,0.3,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
2224,PW6 - P6,0,0.2,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Flat,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
2257,PW9 - P6,0.2,1.8,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
2272,PW9 - P8,0,1.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2323,W14103137-AH48.9N,0,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,0.6,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
2326,W14103137-AH48.9S,0.6,1.5,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
2328,W14103137-AH48.9S,0,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
2341,W14103137-AH90.3N,0.3,0.6,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2342,W14103137-AH90.3N,1.8,2.3,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2348,W14103137-AH90.3N,0.6,1.8,Organics,ORGANICS,No,Yes,,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2358,W14103137-CR15N,0,1.2,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2361,W14103137-CR15S,0,1.2,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2363,W14103137-CR15S,1.2,2,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Flat,2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
2370,W14103137-CR17aN,0.1,0.9,Organics,ORGANICS,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
2372,W14103137-CR17aN,0.9,1.2,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
2374,W14103137-CR17aN,1.2,2.2,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
2387,W14103137-CR17aS,0.1,1.2,Organics,ORGANICS,No,Yes,,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
2390,W14103137-CR17aS,1.2,2.4,Organics,ORGANICS,No,Yes,,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
2398,W14103137-CR18N,0,1.8,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
2417,W14103137-CR18S,0,1.8,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Rolling,1.8,Clay,Hummocky,Organics,3,Glaciolacustrine,3,By a stream
2425,W14103137-CR21N,0.8,1.3,Organics,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,
2428,W14103137-CR21N,1.3,1.5,Organics,,No,Yes,,,0,0,0,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,
2434,W14103137-CR21S,0,1,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
2435,W14103137-CR21S,1,1.2,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
2437,W14103137-CR21S,1.2,3,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
2455,W14103137-CR23aS,0,0.4,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.4,Clay/sand,Colluvial,Organics,3,Glaciolacustrine,2,
2512,W14103137-CR30a4,0,0.3,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river
2544,W14103137-CR35aN,1.8,2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2565,W14103137-CR3N,0.5,1.15,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2566,W14103137-CR3N,1.4,2.8,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2568,W14103137-CR3N,0.4,0.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2569,W14103137-CR3N,1.15,1.4,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2574,W14103137-CR3S,0,0.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2580,W14103137-CR3S,2.1,2.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2589,W14103137-CR3S,1.7,1.9,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2596,W14103137-CR4N,0.2,0.6,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2600,W14103137-CR4N,0.6,1,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2602,W14103137-CR4N,1.2,1.8,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2614,W14103137-CR4S,2.1,3.2,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2619,W14103137-CR4S,1.2,1.6,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2625,W14103137-CR4S,0.3,0.5,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
2635,W14103137-CR8N,1,2.4,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,0.2,Sand/silt,Hummocky,Organics,3,Glaciolacustrine,1,By a stream
2641,W14103137-CR8S,4.9,5.4,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
2644,W14103137-CR8S,0.6,1.3,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
2649,W14103137-CR8S,1.7,2.1,Organics,PEAT,No,Yes,,,0,0,0,Rugged,Undulating,0.7,Silt,Hummocky,Organics,3,Glaciolacustrine,2,"By a stream, ice at the surface"
2670,W14103137-CRA12S,0.3,0.95,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Undulating,0.95,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2673,W14103137-CRA3N,2.3,2.4,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2676,W14103137-CRA3N,0.1,1.4,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2679,W14103137-CRA3N,1.4,2.3,Organics,PEAT,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2685,W14103137-CRA3S,0.5,2.6,Organics,PEAT,No,Yes,,,0,0,0,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
6,170-1-12,2.4,5.5,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
9,170-1-17,0.6,2.3,Sand,SM-SC,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
17,170-1-18,5.5,6.9,Sand,SM,No,Yes,,,0,0,0,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
24,170-1-2,2.4,4.1,Sand,SM-SC,No,Yes,,,0,0,0,Smooth,Rolling,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
41,170-1-29,1.5,2.4,Sand,SM-SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
70,170-1-37,2.1,3.5,Sand,SM-SC,No,Yes,,,0,0,0,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
71,170-1-37,0.6,2.1,Sand,SM-SC,No,Yes,,,0,0,0,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
