,Borehole.ID,Top.depth,Bottom.depth,Thickness,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
898,GSC3 - 16,13.1,15.2,2.1,Gravel,GW-GC,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
899,GSC3 - 16,2.1,4.6,2.5,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
900,GSC3 - 16,4.6,7.3,2.7,Clay,CL,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
901,GSC3 - 16,7.3,7.6,0.3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
902,GSC3 - 16,7.6,8.7,1.1,Sand,SC,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
903,GSC3 - 16,8.7,11.3,2.6,Sand,SC,No,Yes,No visible ice,Nbn/Nf,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
904,GSC3 - 17,0,1.8,1.8,Clay,CL,No,Yes,Low,Vx/Vc,0,0,0,Moderately rugged,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
905,GSC3 - 17,1.8,6.1,4.3,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
907,GSC3 - 24,0.2,2.1,1.9,Clay,CL,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
908,GSC3 - 24,2.1,3.4,1.3,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
909,GSC3 - 24,3.4,4.9,1.5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
910,GSC3 - 24,4.9,6.6,1.7,Sand,SC,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
911,GSC3 - 24,6.6,7.6,1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
913,GSC3 - 25,0.2,1.4,1.2,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Rolling,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
914,GSC3 - 25,1.4,2.1,0.7,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Moderately rugged,Rolling,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
915,GSC3 - 25,2.1,4.6,2.5,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Rolling,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
917,GSC3 - 29,0.3,3.4,3.1,Fine till,GC-GM,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons
918,GSC3 - 29,3.4,6.1,2.7,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons
919,GSC3 - 31,0,0.8,0.8,Organics,TOPSOIL,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0.8,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
920,GSC3 - 31,0.8,3.7,2.9,Clay,CL,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0.8,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
921,GSC3 - 31,3.7,6.1,2.4,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.8,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
923,GSC3 - 7,0.2,1.8,1.6,Clay,CL,No,Yes,Medium to high,Vx/Vc/Vr,0,0,0,Smooth,Flat,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
924,GSC3 - 7,1.8,3.1,1.3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
925,GSC3 - 7,3.1,3.4,0.3,Clay,CL,No,Yes,Low,Nbe,0,0,0,Smooth,Flat,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
926,GSC4 - 11,0,1.1,1.1,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
927,GSC4 - 11,1.1,2.3,1.2,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
928,GSC4 - 11,2.3,3.3,1,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
929,GSC4 - 11,3.3,4.3,1,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
930,GSC4 - 11,4.3,4.7,0.4,Clay,CL-ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
931,GSC4 - 11,4.7,6.1,1.4,Silt,ML,No,Yes,Medium to high,Vs,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
932,GSC4 - 12,0,2.1,2.1,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
933,GSC4 - 12,2.1,2.9,0.8,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
934,GSC4 - 12,2.9,6.1,3.2,Clay,CL-ML,No,Yes,Low,Vx/Vr,0,0,0,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
935,GSC4 - 13,0,1.5,1.5,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
936,GSC4 - 13,1.5,3.1,1.5,Clay,CL-ML,No,Yes,Medium to high,Vr,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
937,GSC4 - 13,3.1,4.9,1.8,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
938,GSC4 - 13,4.9,6.1,1.2,Clay,CL-ML,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
939,GSC4 - 14,0,0.3,0.3,Organics,PEAT,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
940,GSC4 - 14,0.3,1.8,1.5,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
941,GSC4 - 14,1.8,2,0.2,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
942,GSC4 - 14,2,3.7,1.7,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
943,GSC4 - 14,3.7,4.2,0.5,Clay,CL-ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
944,GSC4 - 14,4.2,5.5,1.3,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
945,GSC4 - 14,5.5,6,0.5,Clay,CL-ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
946,GSC4 - 15,0,0.2,0.2,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
947,GSC4 - 15,0.2,1.5,1.3,Organics,PEAT,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
948,GSC4 - 15,1.5,3.3,1.8,Coarse till,SP-SC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
949,GSC4 - 15,3.3,3.6,0.3,Clay,CL-ML,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
950,GSC4 - 15,3.6,4.9,1.3,Clay,CL-ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
951,GSC4 - 15,4.9,6.1,1.2,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
952,GSC4 - 16,0,1.5,1.5,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
953,GSC4 - 16,1.5,3.5,2,Clay,CL-ML,No,Yes,Low,,0,0,0,Smooth,Rolling,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
954,GSC4 - 16,3.5,6,2.5,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Rolling,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
955,GSC4 - 18,0,1.2,1.2,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
956,GSC4 - 18,1.2,5.5,4.3,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
957,GSC4 - 18,5.5,6,0.5,Clay,CL,No,Yes,Low,,0,0,0,Smooth,Undulating,1.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
958,GSC4 - 19,0,1.5,1.5,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,1.5,Clay/silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
959,GSC4 - 19,1.5,2.4,0.9,Clay,CL-ML,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,1.5,Clay/silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
960,GSC4 - 19,2.4,6,3.6,Silt,ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Rolling,1.5,Clay/silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
961,GSC4 - 36,0,2.4,2.4,Silt,ML,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
962,GSC4 - 36,2.4,3.1,0.7,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
963,GSC4 - 36,3.1,5.2,2.1,Clay,CL-ML,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
964,GSC4 - 36,5.2,6.1,0.9,Silt,ML,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
965,GSC4 - 36,6.1,8,1.9,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
966,GSC4 - 36,8,9.1,1.1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
967,GSC4 - 40,0,2.4,2.4,Silt,ML,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
968,GSC4 - 40,2.4,3,0.6,Clay,CL,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
969,GSC4 - 40,3,5.2,2.2,Sand,SM,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
970,GSC4 - 40,5.2,7.6,2.4,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
971,GSC4 - 44,0,4,4,Clay,CL,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
972,GSC4 - 44,4,5.2,1.2,Sand,SC,No,Yes,Low,Vx/Nf,0,0,0,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
973,GSC4 - 44,5.2,9.1,3.9,Sand,SC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
974,GSC4 - 44,9.1,10.7,1.6,Sand,SC,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
975,GSC4 - 49,0,1.5,1.5,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
976,GSC4 - 49,1.5,2.4,0.9,Silt,ML,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
977,GSC4 - 49,2.4,3.5,1.1,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
978,GSC4 - 49,3.5,6,2.5,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
979,GSC4 - 5,0,1.8,1.8,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
980,GSC4 - 5,1.8,3.4,1.5,Clay,CL-ML,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
981,GSC4 - 5,3.4,4.9,1.5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
982,GSC4 - 5,4.9,6.1,1.2,Clay,CL-ML,No,Yes,Low,Nbe,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
983,GSC4 - 55,0,0.9,0.9,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
984,GSC4 - 55,0.9,1.5,0.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
985,GSC4 - 55,1.5,1.9,0.4,Clay,CL-ML,No,Yes,Low,Vx,0,0,0,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
986,GSC4 - 55,1.9,3.7,1.8,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
987,GSC4 - 55,3.7,6,2.3,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
988,GSC4 - 6,0,0.3,0.3,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
989,GSC4 - 6,0.3,5.5,5.2,Clay,CL-ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
990,GSC4 - 6,5.5,6.1,0.6,Clay,CL-ML,No,Yes,Low,Vx/Nbn,0,0,0,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
991,GSC4 - 7,0,1.2,1.2,Organics,PEAT,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
992,GSC4 - 7,1.2,3.1,1.8,Clay,CL-ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
993,GSC4 - 7,3.1,6.1,3.1,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
994,GSC4 - 8,0,0.2,0.2,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
995,GSC4 - 8,0.2,1.5,1.3,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
996,GSC4 - 8,1.5,3.1,1.5,Clay,CL-ML,No,Yes,Low,,0,0,0,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
997,GSC4 - 8,3.1,5.2,2.1,Clay,CL-ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
998,GSC4 - 8,5.2,6.1,0.9,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
999,GSC4 - 9,0,1.3,1.3,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1000,GSC4 - 9,1.3,3.1,1.8,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1001,GSC4 - 9,3.1,4.6,1.5,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1002,GSC4 - 9,4.6,5.2,0.6,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1003,GSC4 - P4,0,3.1,3.1,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
1004,GSC4 - P4,3.1,3.4,0.3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
1005,GSC4 - P4,3.4,6.1,2.8,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
1006,GSC4 - P4,6.1,7.1,1,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
1007,GSC4 - P4,7.1,7.6,0.5,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
1010,I401A - 13,11.9,13.7,1.8,Clay,CL,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1011,I401A - 13,3.4,4.7,1.3,Sand,SC,No,Yes,No visible ice,Nbn/Nf,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1012,I401A - 13,4.7,11.9,7.2,Sand,SC,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1013,I401A - 20,0,1.1,1.1,Coarse till,SP-SM,No,Yes,No visible ice,Nf,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1014,I401A - 20,1.1,2.6,1.5,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1015,I401A - 20,2.6,3.8,1.2,Gravel,GW-GM,No,Yes,No visible ice,Nf,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1016,I401A - 20,3.8,4.1,0.3,Ice,ICE,No,Yes,ice,,70,85,100,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1017,I401A - 20,4.1,4.7,0.6,Sand,SM,No,Yes,No visible ice,Nf,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1018,I401A - 20,4.7,5.6,0.9,Sand,SM,No,Yes,Low,Vx,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1019,I401A - 20,5.6,8.4,2.8,Ice,ICE,No,Yes,ice,,70,85,100,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1020,I401A - 33,0,3.1,3.1,Silt,ML,No,Yes,No visible ice,Nf,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
1021,I401A - 33,3.1,4.4,1.4,Sand,SM,No,Yes,No visible ice,,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
1022,I401A - 33,4.4,5.9,1.5,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
1023,I401A - 33,5.9,7.2,1.3,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
1024,I401A - 33,7.2,7.6,0.4,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
1025,I401A - 34,0,2.3,2.3,Fine till,GC,No,Yes,No visible ice,Nf,0,0,0,Rugged,Undulating,0,Till/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1026,I401A - 34,2.3,3,0.7,Clay,CL-ML,No,Yes,No visible ice,,0,0,0,Rugged,Undulating,0,Till/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1027,I401A - 34,3,3.8,0.8,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Rugged,Undulating,0,Till/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1028,I401A - 34,3.8,6.1,2.3,Clay,CL-ML,No,Yes,Low,,0,0,0,Rugged,Undulating,0,Till/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1029,I401A - 35,0,0.5,0.5,Sand,SC-SM,No,Yes,No visible ice,Nf,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1030,I401A - 35,0.5,1.5,1,Clay,CL,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1031,I401A - 35,1.5,2.4,0.9,Clay,CL,No,Yes,Low,Vx/Vr,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1032,I401A - 35,2.4,6.1,3.7,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
1033,I401A - 43,0,1.5,1.5,Silt,ML,No,Yes,Low,Nbe,0,0,0,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1034,I401A - 43,1.5,2.1,0.6,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1035,I401A - 43,2.1,3,0.9,Silt,ML,No,Yes,Medium to high,,0,0,0,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1036,I401A - 43,3,4.6,1.6,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1037,I401A - 43,4.6,6.1,1.5,Clay,CL-ML,No,Yes,Medium to high,Vx,0,0,0,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
1038,I401A - 49,0,1.1,1.1,Sand,SC,No,Yes,No visible ice,Nf,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1039,I401A - 49,1.1,2.6,1.5,Fine till,GC,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1040,I401A - 49,2.6,4.1,1.5,Sand,SC,No,Yes,Low,Vx/Nbn,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1041,I401A - 49,4.1,5.6,1.5,Clay,CL,No,Yes,Low,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1042,I401A - 49,5.6,10.2,4.6,Clay,CL,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
1043,I401A - 52,0,1.1,1.1,Silt,ML,No,Yes,No visible ice,Nbn/Nf,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1044,I401A - 52,1.1,2.3,1.2,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1045,I401A - 52,2.3,2.6,0.3,Clay,CL-ML,No,Yes,Low,Vx,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
1046,I401A - 52,2.6,3.4,0.8,Clay,CL-ML,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
