,Borehole.ID,Top.depth,Bottom.depth,Thickness,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
760,ENG.YARC03097-01//INU_H (NTGS 2),19.5,20.7,1.2,Silt,ML-CL,No,Yes,Medium to high,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
761,ENG.YARC03097-01//INU_H (NTGS 2),6,7.2,1.2,Coarse till,SP,No,Yes,Low,Vx,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
762,ENG.YARC03097-01//INU_H (NTGS 2),7.2,8.5,1.3,Till,TILL,No,Yes,Low,Vx,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
763,ENG.YARC03097-01//INU_H (NTGS 2),8.5,10,1.5,Till,TILL,No,Yes,Medium to high,Vx,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
765,ENG.YARC03097-01//INU_P (NTGS 1),0.2,2.2,2,Organics,PEAT,No,Yes,Low,,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
766,ENG.YARC03097-01//INU_P (NTGS 1),2.2,2.8,0.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
767,ENG.YARC03097-01//INU_P (NTGS 1),2.8,3,0.2,Organics,PEAT,No,Yes,Low,,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
768,ENG.YARC03097-01//INU_P (NTGS 1),3,6.4,3.4,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
769,ENG.YARC03097-01//INU_P (NTGS 1),6.4,6.8,0.4,Till,TILL,No,Yes,High,,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
770,ENG.YARC03097-01//INU_P (NTGS 1),6.8,10.1,3.3,Till,TILL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
771,ENG.YARC03097-01//INU_R (NTGS 3),0,0.8,0.8,Organics,PEAT,No,Yes,No visible ice,Nbn,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
772,ENG.YARC03097-01//INU_R (NTGS 3),0.8,2.8,2,Organics,PEAT,No,Yes,High,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
773,ENG.YARC03097-01//INU_R (NTGS 3),10,10.6,0.6,Till,TILL,No,Yes,Low,Nbe,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
774,ENG.YARC03097-01//INU_R (NTGS 3),2.8,3,0.2,Ice,ICE,No,Yes,ice,,70,85,100,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
775,ENG.YARC03097-01//INU_R (NTGS 3),3,3.8,0.8,Till,TILL,No,Yes,Medium to high,,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
776,ENG.YARC03097-01//INU_R (NTGS 3),3.8,8.5,4.7,Till,TILL,No,Yes,Low,Vx,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
777,ENG.YARC03097-01//INU_R (NTGS 3),8.5,10,1.5,Organics,ORGANICS,No,Yes,Medium to high,Vx,0,0,0,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
778,ENG.YARC03097-01//ITH-01,0,2.44,2.44,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
779,ENG.YARC03097-01//ITH-01,2.44,2.6,0.16,Silt,ML,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
780,ENG.YARC03097-01//ITH-01,2.6,3.35,0.75,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
781,ENG.YARC03097-01//ITH-01,3.35,4,0.65,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
782,ENG.YARC03097-01//ITH-01,4,4.9,0.9,Clay,CL,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
783,ENG.YARC03097-01//ITH-02,0,0.9,0.9,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/clay,Lacustrine,None,2,Moraine,2,
784,ENG.YARC03097-01//ITH-02,0.9,3,2.1,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,0,Till/clay,Lacustrine,None,2,Moraine,2,
785,ENG.YARC03097-01//ITH-03,0,1,1,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
786,ENG.YARC03097-01//ITH-03,1,2.3,1.3,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
787,ENG.YARC03097-01//ITH-03,2.3,3.1,0.8,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
788,ENG.YARC03097-01//ITH-04,0,2.1,2.1,Till,TILL,No,Yes,No visible ice,,0,0,0,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
789,ENG.YARC03097-01//ITH-04,2.1,2.44,0.34,Till,TILL,No,Yes,No visible ice,,0,0,0,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
790,ENG.YARC03097-01//ITH-04,2.44,3,0.56,Silt,ML,No,Yes,Low,,0,0,0,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
791,ENG.YARC03097-01//ITH-04,3,4.6,1.6,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
792,ENG.YARC03097-01//ITH-05,0,1.65,1.65,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
793,ENG.YARC03097-01//ITH-05,1.65,2.7,1.05,Silt,ML,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
794,ENG.YARC03097-01//ITH-05,2.7,3.66,0.96,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
795,ENG.YARC03097-01//ITH-06,0,2.1,2.1,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
796,ENG.YARC03097-01//ITH-06,2.1,3,0.9,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
797,ENG.YARC03097-01//ITH-06,3,3.35,0.35,Silt,ML,No,Yes,Low,"Vx, Vs",0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
798,ENG.YARC03097-01//ITH-06,3.35,3.75,0.4,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
799,ENG.YARC03097-01//ITH-06,3.75,3.95,0.2,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
800,ENG.YARC03097-01//ITH-06,3.95,4.2,0.25,Silt,ML,No,Yes,Low,Vs,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
801,ENG.YARC03097-01//ITH-07,0,2.1,2.1,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
802,ENG.YARC03097-01//ITH-07,2.1,2.7,0.6,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
803,ENG.YARC03097-01//ITH-07,2.7,4.6,1.9,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
804,ENG.YARC03097-01//ITH-08,0,2.44,2.44,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
805,ENG.YARC03097-01//ITH-08,2.44,4,1.56,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
806,ENG.YARC03097-01//ITH-08,4,4.6,0.6,Coarse till,SP,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
807,ENG.YARC03097-01//ITH-09,0,1.5,1.5,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
808,ENG.YARC03097-01//ITH-09,1.5,2,0.5,Organics,PEAT,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
809,ENG.YARC03097-01//ITH-09,2,3.66,1.66,Coarse till,SP,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
810,ENG.YARC03097-01//ITH-10,0,4.3,4.3,Till,TILL,No,Yes,No visible ice,,0,0,0,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
811,ENG.YARC03097-01//ITH-10,4.3,4.6,0.3,Silt,ML,No,Yes,No visible ice,,0,0,0,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
812,ENG.YARC03097-01//ITH-10,4.6,5,0.4,Organics,ORGANICS,No,Yes,No visible ice,,0,0,0,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
813,ENG.YARC03097-01//ITH-10,5,6.1,1.1,Silt,ML,No,Yes,Low,Vx,0,0,0,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
814,ENG.YARC03097-01//ITH-10,6.1,6.7,0.6,Clay,CL,No,Yes,Low,,0,0,0,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
815,ENG.YARC03097-01//ITH-11,0,1.52,1.52,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Rolling,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,2,
816,ENG.YARC03097-01//ITH-11,1.52,2.7,1.18,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,2,
817,ENG.YARC03097-01//ITH-11,2.7,3.8,1.1,Silt,ML,No,Yes,Medium to high,"Vx, Vs",0,0,0,Smooth,Rolling,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,2,
818,ENG.YARC03097-01//ITH-12,0,0.8,0.8,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
819,ENG.YARC03097-01//ITH-12,0.8,2.74,1.94,Till,TILL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
820,ENG.YARC03097-01//ITH-12,2.74,3.05,0.31,Organics,PEAT,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
821,ENG.YARC03097-01//ITH-12,3.05,3.5,0.45,Silt,ML,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
822,ENG.YARC03097-01//ITH-12,3.5,5.2,1.7,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
823,ENG.YARC03097-01//ITH-13,0,0.9,0.9,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0,Till/clay,Glaciofluvial (outwash),None,2,Moraine,2,Near ice wedge polygons
824,ENG.YARC03097-01//ITH-13,0.9,2.1,1.2,Silt,ML,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0,Till/clay,Glaciofluvial (outwash),None,2,Moraine,2,Near ice wedge polygons
825,ENG.YARC03097-01//ITH-13,2.1,2.5,0.4,Clay,CL,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0,Till/clay,Glaciofluvial (outwash),None,2,Moraine,2,Near ice wedge polygons
826,ENG.YARC03097-01//ITH-13,2.5,3.3,0.8,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Till/clay,Glaciofluvial (outwash),None,2,Moraine,2,Near ice wedge polygons
827,ENG.YARC03097-01//ITH-14,0,1.21,1.21,Till,TILL,No,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Till/silt,Glaciofluvial (outwash),None,2,Moraine,2,
828,ENG.YARC03097-01//ITH-14,1.21,3.2,1.99,Silt,ML,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,0,Till/silt,Glaciofluvial (outwash),None,2,Moraine,2,
829,ENG.YARC03097-01//TUK_H (NTGS 10),0,0.2,0.2,Organics,ORGANICS,No,Yes,No visible ice,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
830,ENG.YARC03097-01//TUK_H (NTGS 10),0.2,1.2,1,Till,TILL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
831,ENG.YARC03097-01//TUK_H (NTGS 10),1.2,1.5,0.3,Till,TILL,No,Yes,Medium to high,Vs,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
832,ENG.YARC03097-01//TUK_H (NTGS 10),1.5,4.2,2.7,Coarse till,SP,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
833,ENG.YARC03097-01//TUK_H (NTGS 10),12.3,13.5,1.2,Coarse till,SP,No,Yes,Low,Nbe,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
834,ENG.YARC03097-01//TUK_H (NTGS 10),4.2,4.6,0.4,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
835,ENG.YARC03097-01//TUK_H (NTGS 10),4.6,5.4,0.8,Sand,SP,No,Yes,High,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
836,ENG.YARC03097-01//TUK_H (NTGS 10),5.4,5.6,0.2,Sand,SP,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
837,ENG.YARC03097-01//TUK_H (NTGS 10),5.6,6.3,0.7,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
838,ENG.YARC03097-01//TUK_H (NTGS 10),6.3,6.8,0.5,Clay,CL,No,Yes,Low,Nbe,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
839,ENG.YARC03097-01//TUK_H (NTGS 10),6.8,7.1,0.3,Clay,CL,No,Yes,Low,Vs,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
840,ENG.YARC03097-01//TUK_H (NTGS 10),7.1,7.2,0.1,Clay,CL,No,Yes,High,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
841,ENG.YARC03097-01//TUK_H (NTGS 10),7.2,7.3,0.1,Coarse till,SP,No,Yes,High,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
842,ENG.YARC03097-01//TUK_H (NTGS 10),7.3,7.8,0.5,Coarse till,SP,No,Yes,Medium to high,Vs,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
843,ENG.YARC03097-01//TUK_H (NTGS 10),7.8,8.2,0.4,Coarse till,SP,No,Yes,Low,Vx,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
844,ENG.YARC03097-01//TUK_H (NTGS 10),8.2,12.3,4.1,Coarse till,SP,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
846,ENG.YARC03097-01//TVC_H (NTGS 5),0.6,1.2,0.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
847,ENG.YARC03097-01//TVC_H (NTGS 5),1.2,1.4,0.2,Organics,PEAT,No,Yes,Medium to high,Vs,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
848,ENG.YARC03097-01//TVC_H (NTGS 5),1.4,2,0.6,Organics,PEAT,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
849,ENG.YARC03097-01//TVC_H (NTGS 5),11.7,13,1.3,Coarse till,SP,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
850,ENG.YARC03097-01//TVC_H (NTGS 5),13,16.7,3.7,Coarse till,SP,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
851,ENG.YARC03097-01//TVC_H (NTGS 5),17.6,20.1,2.5,Coarse till,SP,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
852,ENG.YARC03097-01//TVC_H (NTGS 5),2,11.7,9.7,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
853,ENG.YARC03097-01//TVC_P (NTGS 4),0,1.2,1.2,Organics,PEAT,No,Yes,Low,Vx,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
854,ENG.YARC03097-01//TVC_P (NTGS 4),1.2,2.6,1.4,Organics,PEAT,No,Yes,Medium to high,Vs,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
855,ENG.YARC03097-01//TVC_P (NTGS 4),2.6,4.1,1.5,Organics,PEAT,No,Yes,High,,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
856,ENG.YARC03097-01//TVC_P (NTGS 4),4.1,5.5,1.4,Silt,ML,No,Yes,High,,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
857,ENG.YARC03097-01//TVC_P (NTGS 4),5.5,6.1,0.6,Silt,ML,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
858,ENG.YARC03097-01//TVC_P (NTGS 4),6.1,6.7,0.6,Silt,ML,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
859,ENG.YARC03097-01//TVC_P (NTGS 4),6.7,9,2.3,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
860,ENG.YARC03097-01//TVC_P (NTGS 4),9,10.1,1.1,Clay,CL,No,Yes,Low,,0,0,0,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
861,ENG.YARC03097-01//TVC_R (NTGS 6),0,0.9,0.9,Organics,PEAT,No,Yes,Low,Vx,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
863,ENG.YARC03097-01//TVC_R (NTGS 6),1,1.5,0.5,Organics,PEAT,No,Yes,No visible ice,,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
864,ENG.YARC03097-01//TVC_R (NTGS 6),1.5,2.4,0.9,Till,TILL,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
865,ENG.YARC03097-01//TVC_R (NTGS 6),2.4,3.9,1.5,Till,TILL,No,Yes,Low,"Vx, Vs",0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
866,ENG.YARC03097-01//TVC_R (NTGS 6),3.9,10.1,6.2,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
867,GSC1A - P1,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
868,GSC1A - P1,1.5,8,6.5,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
869,GSC1A - P1,8,10.1,2.1,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
870,GSC1A - P2,0,1.2,1.2,Fine till,GC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
871,GSC1A - P2,1.2,2.1,0.9,Sand,SC,No,Yes,No visible ice,Nbn/Nf,0,0,0,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
872,GSC1A - P2,2.1,3.7,1.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
873,GSC1A - P2,3.7,4.9,1.2,Clay,CL,No,Yes,Low,Nbe,0,0,0,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
874,GSC1A - P2,4.9,5.2,0.3,Clay,CL,No,Yes,Medium to high,Vx,0,0,0,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
875,GSC1A - P2,5.2,8.2,3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
876,GSC1A - P3,0,0.2,0.2,Fine till,GC,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Till/clay,Hummocky,None,2,Moraine,2,
877,GSC1A - P3,0.2,0.9,0.8,Fine till,GC ,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Till/clay,Hummocky,None,2,Moraine,2,
878,GSC1A - P3,0.9,2.1,1.2,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Till/clay,Hummocky,None,2,Moraine,2,
879,GSC1A - P3,2.1,5.9,3.8,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Till/clay,Hummocky,None,2,Moraine,2,
880,GSC1A - P4,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vc,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
881,GSC1A - P4,1.5,6,4.5,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
882,GSC1A - P4,6,10.1,4.1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
883,GSC1A - P5,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
884,GSC1A - P5,1.5,8,6.5,Clay,CL,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
885,GSC1A - P5,8,9,1,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
886,GSC1A - P5,9,10.1,1.1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
887,GSC1A - P6,0,1.5,1.5,Clay,CL,No,Yes,Medium to high,Vr,0,0,0,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
888,GSC1A - P6,1.5,9.1,7.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
890,GSC3 - 14,0.2,0.6,0.4,Clay,CL,No,Yes,Medium to high,Vx/Vr,0,0,0,Smooth,Undulating,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
891,GSC3 - 14,0.6,2,1.5,Clay,CL,No,Yes,Medium to high,Vc,0,0,0,Smooth,Undulating,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
892,GSC3 - 14,2,4.6,2.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
893,GSC3 - 16,0,1.5,1.5,Clay,CL,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
894,GSC3 - 16,1.5,2.1,0.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
895,GSC3 - 16,11.3,11.6,0.3,Sand,SC,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
896,GSC3 - 16,11.6,12.2,0.6,Sand,SC,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
897,GSC3 - 16,12.2,13.1,0.9,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
